data,turno,periodo_climatico,DF,UF,produtividade_ht,massa_carregada,carga_media,num_ciclos,tmc,tempo_manobra,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-01-02,2,Chuvoso,66.93,48.59,2751.87,5285.41,80.17,66,2.71,0.47,5.98,2,4,2.07,1.94,0.28,1.65,0,0.28,ESC-01
2019-01-02,3,Chuvoso,66.69,64.13,1773.53,4577.08,81.75,56,3.17,0.83,5.96,2.01,4,1.42,2.58,1.06,1.51,0,1.06,ESC-01
2019-01-02,4,Chuvoso,66.22,83.1,1811.06,5957.58,79.24,75,3.85,1.06,5.96,1.99,4,0.69,3.31,2.84,0.48,2.47,0.38,ESC-01
2019-01-02,1,Chuvoso,100.46,16.39,1604.21,1560.28,47.04,33,3.36,1.15,6.01,0,6,5.03,0.98,0,0.97,0,0,ESC-02
2019-01-02,2,Chuvoso,100.88,11.31,3440.49,2355.73,48.75,48,2.4,0.38,5.95,0,6,5.32,0.69,0,0.68,0,0,ESC-02
2019-01-02,3,Chuvoso,99.78,6.37,4109.91,1540.28,50.09,31,1.87,0.67,5.96,0,6,5.62,0.38,0.09,0.29,0,0.09,ESC-02
2019-01-02,4,Chuvoso,88.52,5.99,1634.04,524.27,47.43,11,2.68,1.17,5.97,0.64,5.36,5.04,0.32,0.32,0,0.32,0,ESC-02
2019-01-02,1,Chuvoso,99.5,34.49,2610.77,5382.63,125.74,43,2.26,0.86,5.98,0,6,3.93,2.07,1.72,0.34,1.24,0.48,ESC-03
2019-01-02,2,Chuvoso,99.57,5.53,4562.78,1492.14,115.47,13,2.6,0.06,6.03,0,6,5.67,0.33,0.21,0.12,0,0.21,ESC-03
2019-01-02,3,Chuvoso,99.32,50.02,1780.87,5264.71,123.5,43,3.02,0.9,6.01,0,6,3.02,2.99,1.69,1.29,0,1.69,ESC-03
2019-01-02,4,Chuvoso,80.33,82.43,2567.67,10300.47,119.97,86,3.01,0.97,6,1.19,4.81,0.82,4.01,3.99,0,4,0,ESC-03
2019-01-02,1,Chuvoso,56.46,64.07,2369.06,5042.22,41.01,124,3.6,0.76,5.98,2.6,3.41,1.25,2.15,2.16,0,2.17,0,PA-04
2019-01-02,2,Chuvoso,75.26,54.32,2998.85,7287.57,40.93,178,2.74,0.55,5.99,1.51,4.48,2.05,2.42,1.12,1.31,0.68,0.44,PA-04
2019-01-02,3,Chuvoso,68.25,68.5,2400.66,6682.21,40.58,165,3.15,0.87,6.01,1.9,4.12,1.32,2.78,1.83,0.96,1.48,0.35,PA-04
2019-01-02,4,Chuvoso,53.2,70.47,2273.7,5075.87,40.66,126,3.27,1.1,6.04,2.77,3.22,0.96,2.26,1.69,0.57,1.42,0.27,PA-04
2019-01-03,1,Chuvoso,66.62,40.88,2756.62,4460.21,81.41,55,2.91,0.84,5.98,2,4,2.36,1.65,1.58,0.06,1.51,0.06,ESC-01
2019-01-03,2,Chuvoso,66.33,56.72,2410.87,5443.57,81.91,67,2.78,0.82,5.99,2.02,4,1.72,2.31,1.83,0.45,1.44,0.4,ESC-01
2019-01-03,3,Chuvoso,57.94,59.69,1934.32,4020.32,81.47,49,4.11,0.81,6.04,2.56,3.47,1.41,2.06,0.78,1.28,0,0.78,ESC-01
2019-01-03,4,Chuvoso,49.46,42.11,1957.7,2418.85,78.41,31,3.18,0.83,5.95,3.05,2.98,1.73,1.24,0.48,0.77,0,0.48,ESC-01
2019-01-03,1,Chuvoso,86.27,9.95,2942.92,1533.72,47.8,32,2.52,0.79,6.02,0.79,5.21,4.69,0.52,0.52,0,0.52,0,ESC-02
2019-01-03,2,Chuvoso,99.1,18.98,1892.88,2131.89,50.04,43,2.33,0.72,6.03,0.02,5.98,4.83,1.14,0.3,0.85,0,0.3,ESC-02
2019-01-03,3,Chuvoso,99.15,34.74,2101.85,4333.91,49.02,89,3.37,1,5.98,0,6,3.93,2.09,1.01,1.06,0.29,0.72,ESC-02
2019-01-03,4,Chuvoso,99.41,25.6,2417.74,3750,48.22,78,3.45,0.85,6.03,0,6,4.46,1.55,1.09,0.45,0.75,0.35,ESC-02
2019-01-03,1,Chuvoso,100.39,41.61,2889.54,7067.31,124.34,57,2.6,0.7,5.97,0,6,3.52,2.47,2.48,0,2.46,0,ESC-03
2019-01-03,2,Chuvoso,99.6,43.13,2832.22,7232.53,123.54,59,2.33,0.8,6.04,0,6,3.43,2.56,2.26,0.32,1.93,0.32,ESC-03
2019-01-03,3,Chuvoso,100.51,43.85,2909.85,7686.31,119.05,64,2.54,0.71,6.02,0,6,3.38,2.65,2.32,0.31,2.05,0.29,ESC-03
2019-01-03,4,Chuvoso,99.98,70.75,2062.55,8805.66,122.11,72,3.26,0.95,6.05,0,6,1.75,4.24,3.76,0.5,3.37,0.41,ESC-03
2019-01-03,1,Chuvoso,57.54,52.79,2685.16,4845.41,40.58,119,3.02,0.88,6.01,2.57,3.44,1.63,1.82,1.49,0.32,1.33,0.16,PA-04
2019-01-03,2,Chuvoso,57.39,75.75,2081.1,5416.38,40.7,132,4.03,0.82,5.98,2.54,3.44,0.85,2.61,1.97,0.62,1.69,0.28,PA-04
2019-01-03,3,Chuvoso,51.6,69.78,2078.55,4474.5,40.6,111,3.3,0.62,6.03,2.91,3.12,0.93,2.21,0,2.19,0,0,PA-04
2019-01-03,4,Chuvoso,46.52,64.95,2006.69,3650.53,42.36,86,3.31,0.7,6.01,3.16,2.82,1,1.83,0,1.82,0,0,PA-04
2019-01-04,1,Chuvoso,67.2,43.78,2106.01,3749.46,81.18,46,3.38,0.87,6.04,1.98,4,2.24,1.75,1.42,0.34,0.97,0.45,ESC-01
2019-01-04,2,Chuvoso,50.99,50.69,1353.42,2113.06,79.01,27,5.05,0.62,5.97,2.9,3.08,1.52,1.56,1.39,0.18,1,0.4,ESC-01
2019-01-04,3,Chuvoso,33.1,83.55,2459.69,4082.42,82.84,49,3.14,0.9,6.06,4,2,0.34,1.67,1.26,0.4,0.77,0.49,ESC-01
2019-01-04,4,Chuvoso,33.1,89.67,2128.52,3836.27,81.8,47,3.67,1.03,5.95,3.99,2,0.21,1.78,1.41,0.38,0.93,0.48,ESC-01
2019-01-04,2,Chuvoso,100.03,11.71,2159.52,1535.53,48.08,32,3.12,1.27,6.01,0,6,5.29,0.7,0.41,0.3,0,0.41,ESC-02
2019-01-04,3,Chuvoso,83.82,20.65,1806.35,1891.18,48.09,39,3.08,0.82,6.05,0.93,5.07,4.02,1.03,0.5,0.55,0,0.5,ESC-02
2019-01-04,4,Chuvoso,89.45,25.15,2061.5,2803.79,51.24,55,3.63,1.14,5.97,0.66,5.34,3.99,1.35,0.85,0.51,0.29,0.55,ESC-02
2019-01-04,1,Chuvoso,99.39,59.54,2541.32,8879.17,123.96,72,2.5,0.97,5.94,0,6,2.46,3.54,2.95,0.59,2.45,0.49,ESC-03
2019-01-04,2,Chuvoso,99.93,68.89,2114.72,8736.94,120.77,73,3.44,0.84,6.03,0,6,1.85,4.19,3.37,0.78,2.75,0.64,ESC-03
2019-01-04,3,Chuvoso,99.49,60.03,2202.47,7901.26,125.44,63,3.5,0.82,5.95,0,6,2.41,3.58,2.78,0.81,2.02,0.77,ESC-03
2019-01-04,4,Chuvoso,86.11,53.75,2089.02,5813.15,123.31,47,3.29,0.89,5.97,0.82,5.17,2.38,2.79,2.32,0.48,1.7,0.61,ESC-03
2019-01-04,1,Chuvoso,66.07,65.16,2356.37,6027.23,41,148,3.64,0.76,5.98,2.01,3.98,1.38,2.6,1.66,0.94,1.28,0.38,PA-04
2019-01-04,2,Chuvoso,48.39,81.82,2122.54,4986.43,40.76,122,3.67,0.66,6.04,3.11,2.88,0.52,2.35,0.46,1.9,0,0.46,PA-04
2019-01-04,3,Chuvoso,57.57,74.12,2112.56,5370.49,41.41,131,3.28,0.75,6.01,2.57,3.44,0.88,2.56,0.67,1.89,0,0.67,PA-04
2019-01-04,4,Chuvoso,60.57,76.05,2311.44,6378.27,40.82,157,3.3,0.94,5.96,2.35,3.64,0.86,2.76,1.96,0.82,1.63,0.31,PA-04
2019-01-05,1,Chuvoso,23.04,85.3,1723.09,2023.26,78.02,26,3.57,0.68,5.96,4.65,1.4,0.21,1.19,0.77,0.42,0,0.77,ESC-01
2019-01-05,2,Chuvoso,13.17,81.44,1664.75,1085.75,83.31,13,3.9,0.75,6.01,5.23,0.79,0.14,0.65,0.31,0.33,0,0.31,ESC-01
2019-01-05,3,Chuvoso,29.31,28.56,1897.09,951.98,79.87,12,5.04,1.31,6,4.25,1.77,1.27,0.5,0.18,0.33,0,0.18,ESC-01
2019-01-05,4,Chuvoso,33.4,56.1,2350.15,2653.57,79.74,33,3.71,0.87,6.03,3.96,2,0.87,1.14,1.06,0.07,0.94,0.13,ESC-01
2019-01-05,1,Chuvoso,100.78,20.99,2172.43,2708.07,48.27,56,2.64,0.82,6,0,6,4.74,1.26,0.78,0.48,0.26,0.51,ESC-02
2019-01-05,2,Chuvoso,99.8,38,2165.89,4925.63,48.23,103,3.14,1.03,5.95,0,6,3.72,2.26,1.79,0.49,1.5,0.28,ESC-02
2019-01-05,3,Chuvoso,89.43,40.13,2277.62,4816.97,48.96,99,3.4,0.86,6.03,0.63,5.37,3.22,2.17,1.98,0.17,1.88,0.1,ESC-02
2019-01-05,4,Chuvoso,79.81,36.07,2297.3,3942.16,47.92,83,3.38,1.11,6.01,1.21,4.8,3.05,1.73,1.4,0.35,1.15,0.25,ESC-02
2019-01-05,1,Chuvoso,100.31,53.64,1849.16,6084.52,120.9,50,3.72,0.85,6.04,0,6,2.76,3.26,2.42,0.81,1.44,0.98,ESC-03
2019-01-05,2,Chuvoso,100.14,34.64,1484.65,3145.23,119.98,26,3.84,0.52,5.95,0,6,3.91,2.07,0.64,1.45,0,0.64,ESC-03
2019-01-05,3,Chuvoso,99.04,14.18,1000.35,845.59,121.16,7,3.57,0.64,5.98,0,6,5.15,0.86,0.3,0.55,0,0.3,ESC-03
2019-01-05,4,Chuvoso,61.97,48.89,2703.55,5007.2,119.36,42,3.44,0.7,5.99,2.25,3.73,1.89,1.83,1.73,0.11,1.58,0.16,ESC-03
2019-01-05,1,Chuvoso,50.14,74.74,2426.83,5483.24,40.75,135,3.18,0.95,6.05,2.99,3,0.74,2.28,1.32,0.94,0.91,0.42,PA-04
2019-01-05,2,Chuvoso,46.82,76.58,2566.94,5473.73,40.42,136,3.53,0.83,5.94,3.22,2.8,0.66,2.14,1.9,0.23,1.79,0.1,PA-04
2019-01-05,3,Chuvoso,33.2,86.04,2288.16,3929.07,40.87,96,3.1,0.79,6.06,3.99,1.98,0.27,1.71,0,1.71,0,0,PA-04
2019-01-05,4,Chuvoso,54.33,66.32,2620.31,5755.84,40.66,142,3.31,0.8,6.01,2.72,3.27,1.09,2.19,2.18,0,2.18,0,PA-04
2019-01-06,1,Chuvoso,33.41,91.07,2362.43,4276.51,80.56,53,3.33,1.03,5.95,4.02,2,0.19,1.82,1.55,0.26,1.27,0.29,ESC-01
2019-01-06,2,Chuvoso,33.11,92.66,2039.4,3853.89,79.95,48,4.01,1.06,6.02,3.98,2,0.14,1.88,1.57,0.29,1.21,0.36,ESC-01
2019-01-06,3,Chuvoso,33.21,84.98,1933.55,3337.66,80.84,41,4.27,1.04,5.98,3.99,2,0.29,1.72,1.52,0.19,1.24,0.28,ESC-01
2019-01-06,4,Chuvoso,38.11,39.87,2030.54,1858.83,84.48,22,3.91,0.95,6.02,3.73,2.26,1.36,0.9,0.89,0.02,0.83,0.06,ESC-01
2019-01-06,1,Chuvoso,95.72,24.83,2557.63,3548.55,48.74,73,2.57,0.95,5.94,0.31,5.69,4.29,1.39,1.27,0.13,1.16,0.11,ESC-02
2019-01-06,2,Chuvoso,100.84,16.13,1949.55,1917.89,49.25,39,3.49,0.87,6.01,0,6,5.02,0.98,0.82,0.16,0.58,0.25,ESC-02
2019-01-06,3,Chuvoso,100.71,24.75,1507.53,2197.62,51.32,43,3.15,0.87,6.03,0,6,4.53,1.48,0,1.47,0,0,ESC-02
2019-01-06,1,Chuvoso,50.31,77.68,2676.61,6234.7,127.72,49,2.6,0.87,6.06,3.02,3,0.66,2.32,2.32,0.03,2.28,0.03,ESC-03
2019-01-06,2,Chuvoso,84.79,56.88,2986.24,8471.35,128.08,66,2.41,0.86,6,0.95,5.05,2.2,2.85,2.53,0.32,2.23,0.29,ESC-03
2019-01-06,3,Chuvoso,99.71,69.99,2048.15,8582.88,123.22,70,2.9,1.03,5.99,0,6,1.77,4.19,3.35,0.88,2.62,0.75,ESC-03
2019-01-06,4,Chuvoso,97.47,77.03,2610.63,11697.84,123.36,95,3.01,0.86,5.98,0.15,5.85,1.36,4.51,3.98,0.52,3.64,0.33,ESC-03
2019-01-06,1,Chuvoso,69.47,70.94,2642.35,8018.21,40.34,197,3.31,0.93,6.04,1.79,4.19,1.19,3,2.98,0.03,2.98,0.01,PA-04
2019-01-06,2,Chuvoso,64.16,75.38,2189.4,6347.44,40.46,156,3.23,0.91,6.05,2.18,3.83,0.92,2.93,1.18,1.73,0.52,0.66,PA-04
2019-01-06,3,Chuvoso,72.65,64.52,2658.7,7549.39,40.93,183,3.12,0.96,6.04,1.67,4.35,1.53,2.79,2.68,0.14,2.62,0.04,PA-04
2019-01-06,4,Chuvoso,71.83,56.04,2792.21,6706.13,40.41,167,3.21,0.96,5.95,1.66,4.32,1.91,2.39,2.2,0.21,2.13,0.08,PA-04
2019-01-07,1,Chuvoso,66.87,9.92,3167.95,1269.37,79.57,16,3.33,0.97,6.04,1.99,4,3.6,0.4,0.4,0,0.4,0,ESC-01
2019-01-07,2,Chuvoso,67.29,42.8,1830.88,3122.54,81.93,38,3.06,0.67,5.97,1.99,4,2.3,1.7,0.83,0.88,0,0.83,ESC-01
2019-01-07,3,Chuvoso,66.49,47.59,1972.33,3695.45,80.94,46,3.49,1.08,5.94,2.01,4,2.12,1.88,0.02,1.87,0,0.02,ESC-01
2019-01-07,4,Chuvoso,67.13,44.46,1946.37,3444.89,79.56,43,3.84,1.17,5.95,1.99,4,2.23,1.75,1.27,0.5,0.57,0.7,ESC-01
2019-01-07,1,Chuvoso,100.98,25.86,1739.9,2684.46,48.08,56,2.93,0.86,5.94,0,6,4.46,1.52,0.32,1.22,0,0.32,ESC-02
2019-01-07,2,Chuvoso,92.82,16.05,2356.97,2105.06,48.05,44,3.51,1.08,5.98,0.4,5.6,4.7,0.9,0.06,0.85,0,0.06,ESC-02
2019-01-07,3,Chuvoso,79.2,9.28,1942.83,858.58,47.85,18,2.4,0.5,6.02,1.2,4.8,4.36,0.44,0,0.44,0,0,ESC-02
2019-01-07,4,Chuvoso,93.45,24.83,1553.18,2138.89,48.45,44,2.94,0.85,6.02,0.41,5.58,4.21,1.36,0.03,1.34,0,0.03,ESC-02
2019-01-07,1,Chuvoso,100.75,56.61,3133.35,10611.29,120.4,89,2.59,0.92,5.98,0,6,2.6,3.39,3.4,0,3.42,0,ESC-03
2019-01-07,2,Chuvoso,85.75,50.59,2781.61,7063.54,126.84,56,2.41,0.9,5.99,0.9,5.11,2.54,2.56,1.9,0.67,1.18,0.72,ESC-03
2019-01-07,3,Chuvoso,50.04,89.22,3056.11,8206.68,124.83,66,2.25,0.75,5.96,2.98,3,0.31,2.72,1.94,0.75,1.26,0.68,ESC-03
2019-01-07,4,Chuvoso,50.31,89.51,3112.61,8504.27,120.66,70,2.36,0.72,5.97,3.02,3,0.29,2.7,2.48,0.23,2.27,0.19,ESC-03
2019-01-07,1,Chuvoso,70.9,77.61,2367.31,7731.38,40.21,191,3.69,0.93,6.06,1.77,4.24,0.98,3.25,2.54,0.72,2.31,0.23,PA-04
2019-01-07,2,Chuvoso,65.48,55.19,2576.35,5556.86,40.41,138,3.13,0.78,5.97,2.09,3.93,1.78,2.15,1.35,0.79,1,0.35,PA-04
2019-01-07,3,Chuvoso,66.26,70.02,2016.9,5684.3,40.55,141,3.43,0.84,6,2.01,3.98,1.17,2.8,0.22,2.58,0,0.22,PA-04
2019-01-07,4,Chuvoso,54.42,62.4,2805.76,5742.52,40.47,141,2.99,0.81,6.03,2.78,3.23,1.21,2.03,1.46,0.57,1.23,0.24,PA-04
2019-01-08,1,Chuvoso,66.58,49.2,1934.29,3777.47,80.41,47,3.98,0.96,5.98,2.01,4,2.04,1.96,1.73,0.23,1.45,0.29,ESC-01
2019-01-08,2,Chuvoso,66.79,31.38,2205.25,2763.03,80.75,34,3.9,1.14,6.02,2.01,4,2.76,1.25,1.16,0.08,1.02,0.14,ESC-01
2019-01-08,3,Chuvoso,66.23,66.92,1732.65,4620.07,80.45,58,4.24,1.12,6.03,2.01,4,1.3,2.71,1.32,1.38,0,1.32,ESC-01
2019-01-08,4,Chuvoso,60.44,62.54,2300.12,5184.06,81.26,64,3.47,0.97,5.99,2.39,3.61,1.35,2.27,1.89,0.37,1.55,0.34,ESC-01
2019-01-08,1,Chuvoso,100.73,18.01,2069.8,2233.59,47.87,47,3.73,0.83,6.04,0,6,4.91,1.09,0.79,0.3,0.4,0.38,ESC-02
2019-01-08,2,Chuvoso,99.6,18.16,2196.36,2394.63,48.12,50,3.39,1.08,6.05,0,6,4.91,1.09,0.89,0.2,0.64,0.24,ESC-02
2019-01-08,3,Chuvoso,84.53,8.2,2167.18,895.37,47.23,19,2.82,0.91,6.04,0.91,5.1,4.68,0.41,0.35,0.06,0.16,0.19,ESC-02
2019-01-08,4,Chuvoso,100.86,36.61,1878.69,4136.44,48.33,85,2.59,0.89,5.96,0,6,3.81,2.18,0,2.19,0,0,ESC-02
2019-01-08,1,Chuvoso,32.64,89.19,2876.03,5166.8,122.28,42,2.67,0.89,6,3.99,1.97,0.2,1.76,1.59,0.18,1.33,0.26,ESC-03
2019-01-08,2,Chuvoso,29.83,87.82,3016.12,4735.41,122.35,39,2.41,1.01,5.96,4.25,1.78,0.21,1.57,1.47,0.1,1.3,0.16,ESC-03
2019-01-08,3,Chuvoso,66.78,62.49,2499.33,6288.35,120.58,52,2.78,0.59,6,2.01,4,1.52,2.47,1.86,0.63,1.13,0.72,ESC-03
2019-01-08,4,Chuvoso,99.15,46.66,2375.84,6592.86,123.77,53,2.74,0.91,6.05,0,6,3.22,2.8,1.76,1.02,0.61,1.15,ESC-03
2019-01-08,1,Chuvoso,71.05,61.42,2252.98,5745,41.4,140,2.9,0.78,6.04,1.76,4.25,1.66,2.58,1.33,1.26,0.79,0.54,PA-04
2019-01-08,2,Chuvoso,80.22,73.01,2127.76,7547.33,41.64,180,3.29,0.91,6.02,1.22,4.79,1.3,3.52,2.88,0.61,2.68,0.2,PA-04
2019-01-08,3,Chuvoso,75.49,79.76,2053,7317.99,41.14,179,3.6,0.94,5.97,1.5,4.51,0.9,3.59,3.08,0.53,2.87,0.18,PA-04
2019-01-08,4,Chuvoso,60.29,65.58,2206.9,5254.79,40.45,129,3.41,0.98,5.97,2.37,3.6,1.24,2.38,1.64,0.73,1.3,0.34,PA-04
2019-01-09,1,Chuvoso,66.12,78.49,2102.51,6594.83,80.84,82,3.1,1,6.01,1.99,4,0.83,3.16,1.87,1.3,0.93,0.95,ESC-01
2019-01-09,2,Chuvoso,66.27,77.17,1752.76,5469.38,80.93,67,4.29,0.99,5.95,2.01,4,0.89,3.13,2.54,0.57,2.02,0.51,ESC-01
2019-01-09,3,Chuvoso,67.12,43.54,1772,3074.11,79.4,39,4.53,1.01,6.04,2.01,4,2.26,1.74,1.62,0.12,1.42,0.18,ESC-01
2019-01-09,4,Chuvoso,66.66,35.93,2485.03,3587.7,79.07,45,3.7,1.06,6,2,4,2.57,1.44,1.43,0,1.44,0,ESC-01
2019-01-09,1,Chuvoso,87.19,19.79,2551.23,2592.18,49.16,53,2.63,1.27,5.96,0.81,5.19,4.16,1.03,0.46,0.57,0,0.46,ESC-02
2019-01-09,2,Chuvoso,99.12,33.55,2207.62,4417.06,48.88,90,3.06,0.95,5.97,0,6,4,1.99,1.76,0.25,1.58,0.17,ESC-02
2019-01-09,3,Chuvoso,81.83,17,2362.44,1974.59,48.5,41,3.4,1.06,6.03,1.06,4.93,4.09,0.85,0.76,0.08,0.64,0.12,ESC-02
2019-01-09,4,Chuvoso,92.35,20.81,2017.66,2359.16,48.78,48,3.21,0.92,5.98,0.45,5.55,4.4,1.16,0,1.15,0,0,ESC-02
2019-01-09,1,Chuvoso,97.21,43.04,2212.06,5654.86,122.78,46,2.77,0.95,6,0.16,5.84,3.3,2.54,2.05,0.48,1.42,0.62,ESC-03
2019-01-09,2,Chuvoso,99.14,69.2,1085.65,4475.93,117.85,38,2.9,0.95,6.06,0,6,1.88,4.14,0.72,3.41,0,0.72,ESC-03
2019-01-09,3,Chuvoso,87.28,45.52,1843.92,4368.34,122.51,36,4.18,0.99,6.01,0.8,5.21,2.82,2.39,2.1,0.29,1.61,0.49,ESC-03
2019-01-09,4,Chuvoso,74.1,41.95,1564.9,2881.35,116.33,25,5.57,0.91,6,1.61,4.4,2.56,1.84,1.82,0.02,1.76,0.06,ESC-03
2019-01-09,1,Chuvoso,61.22,69.17,2128.16,5309.2,40.96,130,3.08,0.9,5.97,2.38,3.64,1.14,2.5,0.35,2.16,0,0.35,PA-04
2019-01-09,2,Chuvoso,66.36,54.39,2393.17,5255.45,41.12,127,3.12,0.98,5.97,1.99,4,1.84,2.18,2.04,0.12,1.99,0.06,PA-04
2019-01-09,3,Chuvoso,75.42,66.59,2675.72,8045.9,41.99,192,2.95,0.82,5.97,1.43,4.56,1.53,3.05,2.01,1.02,1.69,0.32,PA-04
2019-01-09,4,Chuvoso,74.29,57.68,2480.67,6282.4,40.59,155,3.14,0.95,5.94,1.55,4.43,1.88,2.55,2.03,0.52,1.82,0.2,PA-04
2019-01-10,1,Chuvoso,66.17,46.98,2337.46,4330.85,81.87,53,3.38,0.99,6.05,2,4,2.14,1.88,1.84,0.03,1.81,0.03,ESC-01
2019-01-10,2,Chuvoso,50.84,91.65,2098.67,5864.36,81.6,72,3.32,0.6,5.95,2.97,3.03,0.24,2.82,1.08,1.72,0,1.08,ESC-01
2019-01-10,3,Chuvoso,66.45,47.7,1978.38,3720.95,79.09,47,4.5,0.97,5.95,2,4,2.1,1.9,1.85,0.05,1.78,0.06,ESC-01
2019-01-10,4,Chuvoso,66.58,85.49,2176.81,7420.91,80.05,92,3.92,1.11,6.03,1.99,4,0.6,3.42,3.35,0.05,3.3,0.04,ESC-01
2019-01-10,1,Chuvoso,100.56,38.6,2006.1,4664.76,48.72,95,2.75,1.11,6.06,0,6,3.7,2.29,2.3,0,2.28,0,ESC-02
2019-01-10,2,Chuvoso,98.38,34.26,2735.21,5509.05,49.2,113,2.78,0.9,5.95,0.13,5.87,3.84,2.05,1.38,0.65,1.03,0.35,ESC-02
2019-01-10,3,Chuvoso,99.88,48.42,2256.73,6449.54,47.87,135,3.23,0.94,5.98,0,6,3.12,2.86,2.46,0.42,2.29,0.19,ESC-02
2019-01-10,4,Chuvoso,100.73,40.53,1789.8,4419.71,48.28,91,3.91,1,5.99,0,6,3.55,2.46,0.72,1.72,0,0.72,ESC-02
2019-01-10,1,Chuvoso,29.25,47.4,977.46,801.89,115.6,7,3.98,0.66,5.94,4.27,1.77,0.94,0.83,0.83,0,0.84,0,ESC-03
2019-01-10,2,Chuvoso,40.31,75.49,1675.24,3068.64,123.03,25,5.07,1.09,5.98,3.61,2.4,0.57,1.84,1.16,0.67,0,1.16,ESC-03
2019-01-10,3,Chuvoso,56.95,39.91,1389.59,1885.98,117.86,16,4.74,0.9,6.05,2.57,3.44,2.07,1.36,0.63,0.73,0,0.63,ESC-03
2019-01-10,4,Chuvoso,34.34,30.28,1332.61,824.98,118.67,7,3.06,0.58,6.03,3.96,2.06,1.44,0.62,0.29,0.33,0,0.29,ESC-03
2019-01-10,1,Chuvoso,70.09,51.44,2439.41,5276.26,40.64,131,3.18,0.99,5.95,1.8,4.19,2.03,2.16,2.17,0,2.16,0,PA-04
2019-01-10,2,Chuvoso,60.66,76.52,2398.27,6637.18,39.98,165,2.95,0.92,6.01,2.39,3.61,0.84,2.78,1.57,1.2,1.12,0.44,PA-04
2019-01-10,3,Chuvoso,49.12,72.41,2847.85,6149.25,41.63,147,2.83,0.85,6,3.08,2.94,0.8,2.15,1.75,0.39,1.59,0.16,PA-04
2019-01-10,4,Chuvoso,42.18,76.35,2716.12,5272.41,41.29,127,2.95,1.04,5.98,3.45,2.54,0.6,1.95,1.9,0.04,1.9,0.02,PA-04
2019-01-11,1,Chuvoso,35.56,87.15,1828.34,3346.04,79.73,42,5.23,1.29,5.94,3.91,2.12,0.28,1.84,1.71,0.13,1.52,0.18,ESC-01
2019-01-11,2,Chuvoso,33.16,87.75,1684.89,2905.33,79.09,37,4.61,1.08,5.98,3.98,2,0.25,1.73,0.95,0.8,0,0.95,ESC-01
2019-01-11,3,Chuvoso,33.31,62.93,945.78,1188.04,78.88,15,5.07,0.8,6.02,4.02,2,0.75,1.25,0,1.25,0,0,ESC-01
