data,id_equipamento,modelo,DF,UF,MTBF,MTTR,num_falhas,producao_total,produtividade,HC,HM,HMC,HMP,HT,HEF
2020-12-01,INFRA-212,Caterpillar 16M,75.15,79.34,29.85,6.43,14.97,0,0,744.26,183.83,97.43,86.37,441.93,0
2021-01-01,INFRA-212,Caterpillar 16M,81.43,77.91,39.52,9.77,12.05,0,0,744.18,140.39,117.29,22.9,472.46,0
2021-02-01,INFRA-212,Caterpillar 16M,68.47,58.72,20.57,8.1,12.88,0,0,669.93,209.61,106.73,105.03,268.14,0
2021-03-01,INFRA-212,Caterpillar 16M,78.58,41.11,14.11,6.34,17.01,0,0,744.82,160.07,109.23,50.32,242.94,0
2021-04-01,INFRA-212,Caterpillar 16M,83.09,37.5,28.53,3.44,8.01,0,0,717.18,117.59,27.57,89.35,225.4,0
2021-05-01,INFRA-212,Caterpillar 16M,66.68,62.32,35.09,26.76,8.91,0,0,740.79,245.66,241.54,6.62,312.58,0
2021-06-01,INFRA-212,Caterpillar 16M,50.7,66.66,24.06,35.73,9.96,0,0,714.21,353.27,357.3,0,242.67,0
2021-07-01,INFRA-212,Caterpillar 16M,74.59,55.37,25.15,5.71,12.11,0,0,736.61,192.73,68.98,122.61,301.32,0
2021-08-01,INFRA-212,Caterpillar 16M,50.08,59.93,224.81,280.25,1,0,0,744.32,371.31,281.18,91.74,224.45,0
2021-09-01,INFRA-212,Caterpillar 16M,86.68,38.6,48.35,3.56,4.98,0,0,720.48,93.94,17.73,77.11,243.16,0
2021-10-01,INFRA-212,Caterpillar 16M,90.63,56.08,125.77,2.45,3,0,0,742.36,76.14,7.37,68.31,375.83,44.29
2021-11-01,INFRA-212,Caterpillar 16M,82.88,52.72,52.45,17.03,6.03,0,0,725.03,120.89,103.98,17.39,320.77,6.22
2021-12-01,INFRA-212,Caterpillar 16M,66.77,56.59,25.57,13.37,10.95,0,0,750.43,249.64,147.89,101.34,281.1,16.27
2022-01-01,INFRA-212,Caterpillar 16M,44.75,61.94,20.7,39.28,9.92,0,0,746.09,404.63,390.65,13.55,207.9,0
2022-02-01,INFRA-212,Caterpillar 16M,86.76,49.44,32.09,9.82,8.99,0,0,674.75,88.12,88.36,0,293.24,0.18
2022-03-01,INFRA-212,Caterpillar 16M,79.12,61.03,180.64,61.69,2.02,0,0,750.59,153.11,123.17,29.7,360.05,0
2022-04-01,INFRA-212,Caterpillar 16M,11.9,37.57,8.05,38.91,4.03,0,0,720.33,640.21,155.61,480.76,32.47,0
2022-05-01,INFRA-212,Caterpillar 16M,65.55,44.59,23.87,22.95,9.01,0,0,744.7,257.06,209.97,49.85,215.93,0
2022-06-01,INFRA-212,Caterpillar 16M,60.65,69.68,50.68,41.72,6.01,0,0,722.81,284.99,251.15,33.21,306.37,0
2022-07-01,INFRA-212,Caterpillar 16M,40.39,29.02,21.99,17.14,4.04,0,0,737.3,447.63,67.73,377.99,87.75,4.55
2022-08-01,INFRA-212,Caterpillar 16M,79.74,29.77,44.37,10.82,4.02,0,0,746.68,153.72,43.59,111.17,176.1,0
2022-09-01,INFRA-212,Caterpillar 16M,81.69,58.24,31.74,8.3,11,0,0,721.07,125.81,92.77,33.83,345.93,5.03
2022-10-01,INFRA-212,Caterpillar 16M,80.48,35.77,23.35,8.99,9.02,0,0,744.59,149.49,80.27,68.28,212.85,0
2022-11-01,INFRA-212,Caterpillar 16M,77.3,48.02,22.26,13.11,12.06,0,0,715.03,159.75,156.1,1.85,266.65,0
2022-12-01,INFRA-212,Caterpillar 16M,75.77,47.35,22.67,9.03,12.11,0,0,741.09,175.82,72.65,65.27,272.85,0
2023-01-01,INFRA-212,Caterpillar 16M,75.2,44.03,50.11,15.83,5.03,0,0,748.37,180.52,78.38,100.42,248.56,0
2023-02-01,INFRA-212,Caterpillar 16M,57.21,43.93,28.79,43.11,6.03,0,0,690.82,301.48,258.3,42.15,172.77,0
2023-03-01,INFRA-212,Caterpillar 16M,76.42,44.31,12.63,7.16,20.06,0,0,739.73,173.65,144.48,31.18,255.97,0
2023-04-01,INFRA-212,Caterpillar 16M,52.71,42.81,13.41,27.9,11.98,0,0,719.64,342.43,334.84,10.02,162.45,0
2023-05-01,INFRA-212,Caterpillar 16M,34.14,69.22,58.72,148.09,3,0,0,738.46,495.46,446.97,48.43,173.91,0
2023-06-01,INFRA-212,Caterpillar 16M,75.82,33.88,14.19,11.28,13.1,0,0,726.8,179.8,148.3,32.34,184.3,0
2023-07-01,INFRA-212,Caterpillar 16M,7.82,18.11,2.64,172.72,4.02,0,0,736.88,690.76,681.62,0,10.72,0
2023-08-01,INFRA-212,Caterpillar 16M,50.51,39.89,15.22,36.39,9.92,0,0,738.39,367.11,369.34,0,149.49,0
2023-09-01,INFRA-212,Caterpillar 16M,42.81,48.76,75.04,188.46,1.99,0,0,727.1,415.25,379.02,35.34,150.57,38.63
2023-10-01,INFRA-212,Caterpillar 16M,82.8,43.19,38.23,2.61,7.03,0,0,739.37,124.59,18.42,106.68,267.68,74.44
2023-11-01,INFRA-212,Caterpillar 16M,53.63,46.89,19.99,13.34,8.98,0,0,726.75,331.43,121.46,212.82,179.63,5.47
2023-12-01,INFRA-212,Caterpillar 16M,88.75,34.32,32.77,7.15,6.98,0,0,743.58,86.11,50.52,36.4,226.64,16.23
2024-01-01,INFRA-212,Caterpillar 16M,78.67,39.03,25.42,13.53,8.95,0,0,738.36,154,121.19,32.91,229.46,0
2024-02-01,INFRA-212,Caterpillar 16M,84.55,61.75,50.21,5.95,6.98,0,0,673.49,101.84,32.98,61.36,351.44,0
2024-03-01,INFRA-212,Caterpillar 16M,85.1,38.9,27.08,10.98,8.95,0,0,744.09,115.09,98.46,15.29,245.51,0
2024-04-01,INFRA-212,Caterpillar 16M,85.85,36.4,73.92,7.08,3,0,0,717.14,99.79,21.54,79.66,222.41,3.15
2024-05-01,INFRA-212,Caterpillar 16M,82.65,38.62,30,15.87,8.02,0,0,743.21,129.06,126.61,3.03,239.32,28.01
2019-08-01,INFRA-213,Caterpillar 16M,85.94,63.04,28.75,4.55,13.88,0,0,750.36,107.84,64.2,44.44,404.09,0
2019-09-01,INFRA-213,Caterpillar 16M,66.66,69.07,15.77,5.95,20.81,0,0,713.6,243.64,125.4,118.55,330.67,0
2019-10-01,INFRA-213,Caterpillar 16M,90.49,62.02,34.58,2.98,12.11,0,0,748.99,77.11,35.66,41.12,413.78,0
2019-11-01,INFRA-213,Caterpillar 16M,48.74,72.28,23.4,28.6,11.01,0,0,718.87,364.28,312.94,54.05,258.5,0
2019-12-01,INFRA-213,Caterpillar 16M,42.5,74.52,14.14,15.9,17.09,0,0,749.43,426.76,271.11,152.05,238.4,0
2020-01-01,INFRA-213,Caterpillar 16M,51.92,74.04,10.97,11.44,26.14,0,0,740.4,357.55,296.56,57.27,288.99,0
2020-02-01,INFRA-213,Caterpillar 16M,36.88,72.79,8.71,8.75,20.95,0,0,676.36,426.07,183.9,238.35,181.4,0
2020-03-01,INFRA-213,Caterpillar 16M,48.62,76.62,9.44,10.43,28.79,0,0,749.98,383.07,298.89,80.4,273.01,2.26
2020-04-01,INFRA-213,Caterpillar 16M,15.32,79.42,8.67,42.51,9.98,0,0,717.56,608.13,420.08,189.52,86.4,0
2020-05-01,INFRA-213,Caterpillar 16M,78.33,85.44,20.03,4.94,24.96,0,0,744.25,159.47,124.06,33.48,502.85,0
2020-06-01,INFRA-213,Caterpillar 16M,70.43,86.31,18.92,3.92,22.97,0,0,717.42,207.11,90.39,119.73,434.73,0
2020-07-01,INFRA-213,Caterpillar 16M,81.73,91.63,37.3,5.56,14.95,0,0,745.67,133.5,83.45,51,563.44,0
2020-08-01,INFRA-213,Caterpillar 16M,55.26,85.42,15.75,15.28,22.04,0,0,746.99,335.63,78.26,0.35,345.77,0
2020-09-01,INFRA-213,Caterpillar 16M,74.13,87.83,15.77,4.02,29.73,0,0,717.45,183.06,119.91,61.77,472.63,0
2020-10-01,INFRA-213,Caterpillar 16M,34.75,93.75,27.13,53.43,9.06,0,0,743.22,485.6,477.45,0.95,242.33,0
2020-11-01,INFRA-213,Caterpillar 16M,30.14,96.88,23.26,55.09,9,0,0,721,506.01,500.18,4.13,208.99,0
2020-12-01,INFRA-213,Caterpillar 16M,2.75,74,15.05,198.72,1.01,0,0,736.85,720.79,200.28,522.03,15.19,0
2021-01-01,INFRA-213,Caterpillar 16M,59.34,85.87,12.65,9.46,29.87,0,0,746.13,300.58,283.09,16.67,385.78,0
2021-02-01,INFRA-213,Caterpillar 16M,52.82,67.82,12.86,12.45,18.85,0,0,669.22,317.62,230.2,81.88,241.87,0
2021-03-01,INFRA-213,Caterpillar 16M,65.79,66.62,30.04,16.93,11.02,0,0,739.1,256.43,186.39,69.47,327.18,0
2021-04-01,INFRA-213,Caterpillar 16M,56.09,68.01,16.27,8.13,17.06,0,0,722.55,311.99,138.01,175,273.09,0
2021-05-01,INFRA-213,Caterpillar 16M,51.32,40.35,14.04,32.9,10.97,0,0,741.81,358.98,358.46,2.67,155.74,0
2021-06-01,INFRA-213,Caterpillar 16M,87.67,63.6,24.99,4.65,15.95,0,0,717.75,91.33,73.35,17.09,401,0
2021-07-01,INFRA-213,Caterpillar 16M,76.43,46.77,26.62,6.93,10.09,0,0,738.33,173.72,70.14,103.61,265.81,0
2021-08-01,INFRA-213,Caterpillar 16M,62.78,66.84,26.16,20.01,11.99,0,0,743.2,274.33,239.76,34.47,312.39,0
2021-09-01,INFRA-213,Caterpillar 16M,71.91,59.03,34.22,22.71,9.07,0,0,724.54,203.51,204.59,0,304.97,20.39
2021-10-01,INFRA-213,Caterpillar 16M,79.98,68.18,50.42,10.44,8.03,0,0,742.41,155.62,84.85,69.7,403.78,22.86
2021-11-01,INFRA-213,Caterpillar 16M,24.7,64.99,38.49,5.82,3.01,0,0,717.48,538.68,17.56,523.4,117.21,0
2021-12-01,INFRA-213,Caterpillar 16M,87.88,60.28,56.5,4.5,7.06,0,0,739.33,83.59,31.8,52.85,397.86,0
2022-01-01,INFRA-213,Caterpillar 16M,57.27,61.76,65.86,6.59,4.01,0,0,750.99,320.22,26.69,291.75,263.78,2.45
2022-02-01,INFRA-213,Caterpillar 16M,38.11,54.98,17.57,12.07,8.07,0,0,677.33,413.18,95.96,322.28,141.17,0
2022-03-01,INFRA-213,Caterpillar 16M,84.67,74.56,48.05,4.77,9.97,0,0,742.78,110.02,47.68,62.07,478.82,0
2022-04-01,INFRA-213,Caterpillar 16M,74.66,67.84,30.79,3.6,11.98,0,0,717.03,177.26,42.9,135.54,367.01,0
2022-05-01,INFRA-213,Caterpillar 16M,69.9,55.47,26.38,10.73,10.97,0,0,749.46,222.34,116.31,106.56,287.11,0
2022-06-01,INFRA-213,Caterpillar 16M,66.78,64.9,31.2,13.16,9.94,0,0,723.42,234.29,133.44,103.15,313.74,0
2022-07-01,INFRA-213,Caterpillar 16M,76.52,38.48,21.66,14.95,10.01,0,0,749.47,178.88,77.15,30.99,215.82,0
2022-08-01,INFRA-213,Caterpillar 16M,83.66,7.57,47.67,2.58,1,0,0,739.89,116.14,2.59,114,47.42,0
2022-09-01,INFRA-213,Caterpillar 16M,73.27,19.65,11.54,13.91,9.03,0,0,725.4,192.98,125.09,65.86,103.57,0
2022-10-01,INFRA-213,Caterpillar 16M,84.02,55.21,20.37,5.61,17.01,0,0,749.93,119.22,95.13,24.79,344.47,43.81
2022-11-01,INFRA-213,Caterpillar 16M,56.84,50.62,12.81,16.46,15.96,0,0,713.03,312.36,260.02,50.55,207.32,0
2022-12-01,INFRA-213,Caterpillar 16M,46.46,57,16.28,19.02,12.04,0,0,737.14,399.23,228.13,170.58,194.34,0
2023-01-01,INFRA-213,Caterpillar 16M,76.55,59.94,49.26,4.26,7.06,0,0,738.72,172.98,29.81,143.92,343.85,0
2023-02-01,INFRA-213,Caterpillar 16M,69.7,70.97,31.22,19.23,10.99,0,0,702.23,211.46,214.45,0,341.73,0
2023-03-01,INFRA-213,Caterpillar 16M,66.83,62.12,23.91,15.63,13.11,0,0,750.2,241.02,204.94,39.23,309.03,0
2023-04-01,INFRA-213,Caterpillar 16M,50.55,70.87,42.69,54.51,5.97,0,0,720.85,355.7,248.57,30.11,255.07,0
2023-05-01,INFRA-213,Caterpillar 16M,47.36,59.94,17.47,24.97,12.11,0,0,743.79,396.86,295.81,93.6,208.5,0
2023-06-01,INFRA-213,Caterpillar 16M,78.04,56.03,24.51,11.9,13.09,0,0,715.3,153.99,155.62,0,317.54,0
2023-07-01,INFRA-213,Caterpillar 16M,19.64,31.99,11.66,131.3,4.03,0,0,748.16,600.49,524.13,72,47.35,0
2023-08-01,INFRA-213,Caterpillar 16M,0,100.88,0,745.36,0.99,0,0,740.72,738.97,748.3,0,0,0
2023-09-01,INFRA-213,Caterpillar 16M,0,100.5,0,715.64,1,0,0,723.42,721.47,720.45,0,0,0
2023-10-01,INFRA-213,Caterpillar 16M,0,100.15,0,750.13,0.99,0,0,750,741.94,750.28,0,0,0
2023-11-01,INFRA-213,Caterpillar 16M,0,100.11,0,719.76,0.99,0,0,713.53,719.88,725.29,0,0,0
2023-12-01,INFRA-213,Caterpillar 16M,0,99.22,0,737.52,1,0,0,751.41,745.55,746.96,0,0,0
2024-01-01,INFRA-213,Caterpillar 16M,0,100.94,0,741.9,1,0,0,747.93,741.02,743.74,0,0,0
2024-02-01,INFRA-213,Caterpillar 16M,0,100.55,0,673.38,1,0,0,674.75,675.5,677.2,0,0,0
2024-03-01,INFRA-213,Caterpillar 16M,76.03,19.37,11.01,17.12,10.03,0,0,741.97,172.07,120.73,0,111,0
2024-04-01,INFRA-213,Caterpillar 16M,69.37,36.18,19.83,22.5,8.91,0,0,720.48,218.1,138.9,15.93,180.71,0
2024-05-01,INFRA-213,Caterpillar 16M,44.41,36.34,30.81,14.6,4.01,0,0,745.12,406.97,58.96,355.28,121.12,0
2023-08-01,INFRA-422,GR5505,100.02,0,23.93,0,0,0,0,29.71,0,0,0,0,0
2023-09-01,INFRA-422,GR5505,87.61,43.24,30.77,2.3,8.99,0,0,718.17,88.32,20.64,66.98,273.35,85.29
2023-10-01,INFRA-422,GR5505,79.1,74.69,62.63,10.94,7.01,0,0,744.6,153.12,75.61,76.43,439.26,11.21
2023-11-01,INFRA-422,GR5505,85.64,74.13,32.52,5.91,13.98,0,0,718.76,101.02,83.05,18.51,452.19,0
2023-12-01,INFRA-422,GR5505,77.25,81.25,27.65,6.55,16.87,0,0,743.38,171.03,111.16,60.89,466.13,11.48
2024-01-01,INFRA-422,GR5505,42.88,72.51,12.23,8.14,18.83,0,0,738.07,426.05,157.16,265.39,231.12,18.27
2024-02-01,INFRA-422,GR5505,57.04,68.5,20.51,7.13,13.11,0,0,677.68,292.86,92.19,199.06,265.69,20.42
2024-03-01,INFRA-422,GR5505,87.79,69.43,34.73,3.65,13.11,0,0,740.17,86.92,44.18,39.94,451.9,18.5
2024-04-01,INFRA-422,GR5505,68.12,64.16,39.37,21.17,7.98,0,0,715.66,231.93,170.9,61.02,312.33,0
2024-05-01,INFRA-422,GR5505,89.78,78.96,106.49,4.26,5.05,0,0,743.25,74.18,21.45,52.77,527.4,12.96
2023-08-01,INFRA-423,GR5505,24.26,0,0,31.74,0.99,0,0,42.35,31.94,31.96,0,0,0
2023-09-01,INFRA-423,GR5505,68.65,47.47,18.14,14.03,12.91,0,0,717.69,226.25,130.25,43.4,235.58,45.42
2023-10-01,INFRA-423,GR5505,70.41,73.04,31.54,9.65,11.95,0,0,738,217.35,115.78,101.54,384.87,33.79
2023-11-01,INFRA-423,GR5505,80.29,78.65,65.04,16,6.94,0,0,717.03,138.49,111.72,27.39,458.47,12.66
2023-12-01,INFRA-423,GR5505,84.91,83.74,75.7,7.55,6.97,0,0,746.42,112.63,52.64,60.32,521.16,38.67
2024-01-01,INFRA-423,GR5505,71.81,72.85,30.4,8.58,13.09,0,0,736.91,205.5,110.44,95.07,393.03,15.41
2024-02-01,INFRA-423,GR5505,82.41,80.02,25.96,5.47,17.04,0,0,674.37,119.3,78.2,26.72,441.53,45.62
2024-03-01,INFRA-423,GR5505,66.49,81.63,36.34,14.17,11.01,0,0,747.36,252.59,143.77,95.52,404.13,6.16
2024-04-01,INFRA-423,GR5505,84.75,71.5,39.06,7.19,11.05,0,0,723.34,114.59,79.34,34.06,437.83,50.13
2024-05-01,INFRA-423,GR5505,65.88,80.81,48.81,19.8,8.07,0,0,742.72,250.04,157.37,94.15,392.16,32.44
2023-09-01,INFRA-425,GR5505,99.43,0,24.18,0,0,0,0,466.28,0,0,0,0,0
2023-10-01,INFRA-425,GR5505,87.59,34.81,25.32,5.13,9.01,0,0,744.75,98.86,45.7,51.53,226.93,7.35
2023-11-01,INFRA-425,GR5505,64.19,80.83,33.61,21.83,11,0,0,721.94,259.64,239.75,21.02,368.63,37.64
2023-12-01,INFRA-425,GR5505,20.1,73.89,27.51,148.81,4,0,0,750.99,596.1,597.26,0,109.85,16.73
2024-01-01,INFRA-425,GR5505,59.88,74.27,25.58,17.47,13.09,0,0,738.01,292.22,47.97,66.56,329.68,12.81
2024-02-01,INFRA-425,GR5505,65.14,78.84,24.43,12.7,13.9,0,0,670.14,235.35,52.46,60.02,343.18,12.81
2024-03-01,INFRA-425,GR5505,67.25,71.12,17.74,10.8,20,0,0,742.49,247.63,215.92,31.6,355.4,34.67
2024-04-01,INFRA-425,GR5505,73.08,77.05,50.9,5.52,8.03,0,0,713.16,188.56,44.05,144.89,407.99,21.36
2024-05-01,INFRA-425,GR5505,43,78.48,84.56,117.06,3.01,0,0,749.14,423.76,5.97,73.8,253.5,10.24
2023-10-01,INFRA-429,GR5505,87.76,26.9,14.81,7.44,9.07,0,0,553.77,65.9,66.44,0,134.09,0
2023-11-01,INFRA-429,GR5505,73.35,57.85,15.1,6.61,20.12,0,0,720.17,196.23,133.03,64.7,303.66,0
2023-12-01,INFRA-429,GR5505,83.84,81.81,36.23,4.75,13.88,0,0,737.46,122.14,66.3,54.55,510.92,2.48
2024-01-01,INFRA-429,GR5505,81.3,85.46,37.11,6.43,14.11,0,0,742.45,135.35,90.15,44.76,526.15,73.05
2024-02-01,INFRA-429,GR5505,48.24,77.89,17.93,5.31,13.89,0,0,668.87,346.07,73.85,270.57,250.65,0
2024-03-01,INFRA-429,GR5505,82.91,61.64,25.35,5.97,15.11,0,0,742.6,123.28,89.53,33.55,379.18,0
2024-04-01,INFRA-429,GR5505,83.69,71.18,85.54,9.19,4.97,0,0,722.48,115.47,24.8,70.54,430.58,22.76
2024-05-01,INFRA-429,GR5505,67.62,71.8,28.32,12.35,13.01,0,0,737.4,236.39,143.68,75.18,365.01,22.37
2023-10-01,INFRA-430,GR5505,99.08,10.69,59.6,0.73,1,0,0,557.56,0.72,0.72,0,59.28,3.13
2023-11-01,INFRA-430,GR5505,76.56,55.34,27.6,10.7,11.01,0,0,719.66,172.75,117.5,53.47,302.72,33.4
2023-12-01,INFRA-430,GR5505,84.83,38.82,35.4,11.98,7.03,0,0,743.18,111.22,84.02,26.02,245.97,21.5
2024-01-01,INFRA-430,GR5505,66.49,55.33,27.37,12.67,9.9,0,0,739.47,251.06,127.67,119.79,274.89,15.67
2024-02-01,INFRA-430,GR5505,90.87,43.82,26.44,4.58,9.98,0,0,674.74,64.26,45.9,18.01,266.76,62.52
2024-03-01,INFRA-430,GR5505,78.54,49.54,24.43,10.28,12.07,0,0,738.81,158.12,123.95,34.33,292.57,0
2024-04-01,INFRA-430,GR5505,64.63,57.61,53.65,15.89,5.02,0,0,721.58,253.01,78.37,173.01,268.29,0
2024-05-01,INFRA-430,GR5505,95.15,27.93,40.13,3.03,4.97,0,0,749.79,29.3,15.09,14.18,198.96,0
2019-08-01,INFRA-214,Patrol 24M,77.79,67.14,27.5,2.72,14.06,0,0,738.28,169.1,37.95,130.46,386.73,0
2019-09-01,INFRA-214,Patrol 24M,78.84,76.53,23.03,4.71,19.16,0,0,720.64,147.53,89.93,59.31,439.2,0
2019-10-01,INFRA-214,Patrol 24M,81.5,80.29,28.85,2.93,17.14,0,0,742.23,136.04,49.3,84.49,491.47,0.06
2019-11-01,INFRA-214,Patrol 24M,79.73,82.29,25.27,4.46,18.83,0,0,724.64,142.49,83.61,58.37,479.93,0
2019-12-01,INFRA-214,Patrol 24M,51.41,80.86,9.61,10.47,31.74,0,0,742.27,363.45,334.16,29.08,307.53,0
2020-01-01,INFRA-214,Patrol 24M,20.76,82.26,5.58,25.35,22.94,0,0,750.21,592.01,594.34,0,127.57,0
2020-02-01,INFRA-214,Patrol 24M,65.25,88.44,17.6,5.42,21.78,0,0,674.35,231.14,118.09,111.82,384.5,0
2020-03-01,INFRA-214,Patrol 24M,77.91,78.46,20.7,3.83,22.06,0,0,750.74,165.6,57.5,79.45,457.76,0
2020-04-01,INFRA-214,Patrol 24M,68.47,88.11,23.35,5.6,19.13,0,0,717.34,221.29,105.19,117.16,441.08,0
2020-05-01,INFRA-214,Patrol 24M,70.05,89.39,15.84,4.39,29.85,0,0,746.97,221.23,133.98,89.36,475.14,0
2020-06-01,INFRA-214,Patrol 24M,73.42,89.94,21.51,6.18,21.92,0,0,723.24,195.93,136.96,58.12,476.66,0
2020-07-01,INFRA-214,Patrol 24M,60.32,92.01,59.23,11.77,6.98,0,0,746.81,292.64,81.7,212.14,410.05,0
2020-08-01,INFRA-214,Patrol 24M,50.86,94.23,19.63,20.48,18.06,0,0,747.72,368.63,367.48,0,356.26,9.86
2020-09-01,INFRA-214,Patrol 24M,77.49,93.81,25.33,4.33,21.03,0,0,718.78,156.76,90.11,66.92,533.92,0
2020-10-01,INFRA-214,Patrol 24M,67.47,92.37,21.89,7.79,21.15,0,0,750.03,240.07,162.4,75.75,465.92,0
2020-11-01,INFRA-214,Patrol 24M,68.03,95.39,16.68,6.71,28.26,0,0,718.65,228.81,187.62,41.88,461.13,0
2020-12-01,INFRA-214,Patrol 24M,80.62,93.81,24.56,4.02,22.86,0,0,740.85,145.23,91.96,52.67,562.3,0
2021-01-01,INFRA-214,Patrol 24M,87.58,89.76,23.34,3.94,3.99,0,0,121.14,15.96,15.9,0,93.26,0
2019-08-01,INFRA-215,Patrol 24M,81.8,76.16,23.36,3.25,20,0,0,747.86,133.57,65.35,67.11,468.91,0
2019-09-01,INFRA-215,Patrol 24M,77.22,78.85,20.83,4.36,20.94,0,0,725.37,167.1,92.32,75.57,437.95,0
2019-10-01,INFRA-215,Patrol 24M,24.86,74.17,10.49,39.84,13.02,0,0,740.02,555.54,515.76,40.72,135.79,0
2019-11-01,INFRA-215,Patrol 24M,53.28,79.52,17.83,18.89,16.91,0,0,721.03,338.38,321.27,15.65,304.24,0
2019-12-01,INFRA-215,Patrol 24M,33.31,85.6,17.72,37.15,11.92,0,0,741.62,496.62,450.26,47.22,215.92,0
2020-01-01,INFRA-215,Patrol 24M,40.32,83.71,11.01,19.3,23.05,0,0,747.5,442.52,439.76,1.75,252.13,0.95
2020-02-01,INFRA-215,Patrol 24M,68.4,88.03,16.73,4.34,23.9,0,0,667.4,212.22,104.18,109.39,398.33,0
2020-03-01,INFRA-215,Patrol 24M,75,87.07,23.19,3.85,20.81,0,0,744.42,188.92,80.55,107.41,484.6,0
2020-04-01,INFRA-215,Patrol 24M,77.16,89,22.35,4.68,22.06,0,0,716.7,167.32,103.29,63.36,484.11,0
2020-05-01,INFRA-215,Patrol 24M,73.65,86.37,19.01,4.84,24.88,0,0,750.57,191.75,119.36,73.06,480.2,0
2020-06-01,INFRA-215,Patrol 24M,67.84,91.17,33.81,11.61,12.92,0,0,725.97,232.07,151.46,80.84,442.49,0
2020-07-01,INFRA-215,Patrol 24M,53.48,94.54,31.18,6.13,11.99,0,0,749.18,346.11,73.05,274.82,374.57,0
2020-08-01,INFRA-215,Patrol 24M,72.15,92.16,24.81,7.22,20.1,0,0,743.9,207.98,145.47,62.95,501.38,0
2020-09-01,INFRA-215,Patrol 24M,81.42,94.3,31.33,4.57,17.99,0,0,716.45,128.93,82.08,47.93,559.7,0
2020-10-01,INFRA-215,Patrol 24M,5.35,90.23,17.97,0.39,2,0,0,741.65,707.37,0.78,696.67,35.38,0
2020-11-01,INFRA-215,Patrol 24M,0,99.4,24.1,0,0,0,0,726.68,723.35,0,713.81,0,0
2020-12-01,INFRA-215,Patrol 24M,0,100.48,24.06,0,0,0,0,746.41,748.18,0,750.68,0,0
2021-01-01,INFRA-215,Patrol 24M,3.97,71.72,7.04,8.24,3,0,0,739.31,714.75,24.66,687.19,21.26,0
2021-02-01,INFRA-215,Patrol 24M,80.97,86.99,23.46,5.49,20.05,0,0,672.12,130.81,109.5,21.31,474.83,0
2021-03-01,INFRA-215,Patrol 24M,66.58,83.99,26.04,2.89,15.96,0,0,744.78,249.85,46.86,202.85,419.85,0
2021-04-01,INFRA-215,Patrol 24M,55.87,82.34,15.87,12.75,21.11,0,0,716.54,317.4,269.42,47.2,331.04,0
2021-05-01,INFRA-215,Patrol 24M,84.49,87.91,38.94,3.07,13.98,0,0,745.36,118.7,43.71,76.09,548.77,0
2021-06-01,INFRA-215,Patrol 24M,60.04,78.95,34.46,2.97,10.01,0,0,720,284.29,29.52,259.81,343.32,0
2021-07-01,INFRA-215,Patrol 24M,61.54,78.76,19.82,10.2,18.05,0,0,745.86,289.03,183.47,104.91,359.09,0
