data,id_equipamento,modelo,DF,UF,MTBF,MTTR,num_falhas,producao_total,produtividade,HC,HM,HMC,HMP,HT,HEF
2022-05-01,LOAD-009,Bucyrus 495HR,88.47,54.59,88.06,9.99,4.01,747356.43,2157.92,749.85,87.45,9.63,48.44,357.91,341.97
2022-06-01,LOAD-009,Bucyrus 495HR,75.3,47.31,85.4,2.51,3,599025.79,2426.28,717.45,182.37,3.45,175.04,256.76,249.16
2022-07-01,LOAD-009,Bucyrus 495HR,87,70.38,65.97,2.71,6.96,1169029.01,2617.94,738.72,98.15,18.84,77.56,454.94,442.75
2022-08-01,LOAD-009,Bucyrus 495HR,82.02,58.05,50.84,12.72,7.03,900769.4,2632.02,741.9,137.69,5.01,49.35,351.61,340.91
2022-09-01,LOAD-009,Bucyrus 495HR,74.16,28.48,149.71,0.93,1.01,453905.49,3083.45,717.54,190.32,0.94,188.04,149.29,146.37
2022-10-01,LOAD-009,Bucyrus 495HR,90.11,70.24,58.83,2.83,8.01,1701169.18,3742.84,740.79,72.22,22.99,50.56,475.38,461.51
2022-11-01,LOAD-009,Bucyrus 495HR,76.03,73.08,100.98,4.62,4.02,1489012.95,3820.29,721.39,169.38,18.43,150.91,400.03,390.83
2022-12-01,LOAD-009,Bucyrus 495HR,95.76,75.46,105.7,2.79,4.96,1811231.29,3515.5,736.98,35.26,11.82,21.45,533.34,514.51
2023-01-01,LOAD-009,Bucyrus 495HR,96.06,70.04,246.86,6.53,2.02,1741402.55,3535.1,736.64,33.56,13.11,20.14,499.74,490.72
2023-02-01,LOAD-009,Bucyrus 495HR,64,67.9,150.84,5.63,2,995621.34,3330.97,698.64,244.94,1.58,236.79,303.72,299.1
2023-03-01,LOAD-009,Bucyrus 495HR,92.18,71.19,49.37,4.94,9.95,1832530.9,3806.47,746.83,56.02,26.46,6.01,491.79,480.45
2023-04-01,LOAD-009,Bucyrus 495HR,68.19,70.36,68.86,3.93,5,1432145.91,4238.11,718.38,232.58,19.72,210.74,343.8,340.51
2023-05-01,LOAD-009,Bucyrus 495HR,71.27,66.41,24.92,3.52,14.08,1288432.02,3819.6,737.18,217.57,49.27,169.88,348.97,340.71
2023-06-01,LOAD-009,Bucyrus 495HR,78.13,78.54,88.9,11.55,4.98,1754583.14,4042.64,723.81,155.61,58.13,98.22,442.19,430.78
2023-07-01,LOAD-009,Bucyrus 495HR,77.94,73.25,84.75,2.62,4.96,1418844.49,3446.91,744.67,163.36,13.09,152.62,427.21,410.61
2023-08-01,LOAD-009,Bucyrus 495HR,92.4,77.52,59.62,4.43,8.94,1802136.93,3445,743.44,53.12,39.55,13.72,539.82,519.7
2023-09-01,LOAD-009,Bucyrus 495HR,71.93,77.16,40.01,4.57,9.94,1338774.43,3437.05,724.68,207.17,46.01,161.12,395.51,380.88
2023-10-01,LOAD-009,Bucyrus 495HR,83.79,63.7,396.8,4.5,1.01,1222741.86,3182.76,739.71,117.03,4.43,112.31,399.93,384.57
2023-11-01,LOAD-009,Bucyrus 495HR,82.08,52.64,34.6,12,8.98,951209.6,3219.98,721.01,127.38,100.23,20,314.38,294.25
2023-12-01,LOAD-009,Bucyrus 495HR,0,0,0,88.72,1,0,0,748.47,746.14,87.74,658.8,0,0
2024-01-01,LOAD-009,Bucyrus 495HR,0,99.82,24.18,0,0,0,0,751.06,750.71,0,739.09,0,0
2024-02-01,LOAD-009,Bucyrus 495HR,0,100.3,24.18,0,0,0,0,670.75,670.67,0,677.12,0,0
2024-03-01,LOAD-009,Bucyrus 495HR,83.33,61.3,34.56,4.87,11.02,1293529.32,3460.63,740.08,120.26,42.15,65.59,377.57,370.54
2024-04-01,LOAD-009,Bucyrus 495HR,91.89,75.39,125.8,4.8,4.03,1727979.59,3552.26,718.98,60.19,19.32,40.94,502.27,490.31
2024-05-01,LOAD-009,Bucyrus 495HR,75.12,66.19,74.82,3.05,4.97,1046988.76,2976.6,747.52,184.23,15.15,166.27,371.26,360.08
2019-08-01,LOAD-010,Bucyrus 495HR,85.57,78.59,41.72,3.8,12.11,1458717.03,3063.96,750.55,108.65,45.88,63.8,500.15,476.27
2019-09-01,LOAD-010,Bucyrus 495HR,84.51,77.36,94.62,2.95,5.02,1311164.47,2896.89,726.35,110.89,14.62,95.59,475.23,454.82
2019-10-01,LOAD-010,Bucyrus 495HR,83,75.64,33.22,3.24,14.11,1380395.71,3044.04,749.72,128.8,44.04,83.51,469.41,451.28
2019-11-01,LOAD-010,Bucyrus 495HR,39.21,73.33,41.76,20.69,4.98,664551.61,3331.12,714.98,435.47,95.7,331.66,209.06,198.86
2019-12-01,LOAD-010,Bucyrus 495HR,90.03,62.83,52.92,2.43,8.07,1196113.86,3098.55,747.39,70.65,19.53,50.79,426.39,388.77
2020-01-01,LOAD-010,Bucyrus 495HR,60.95,63,70.75,1.69,3.99,832468.96,3102.31,740.5,287.53,4.08,283.29,284.88,268.15
2020-02-01,LOAD-010,Bucyrus 495HR,87.65,59.82,50.63,3.02,6.96,994174.97,2955.92,666.83,83.6,21.18,62.45,355.33,331.94
2020-03-01,LOAD-010,Bucyrus 495HR,94.73,62.14,73.59,3.67,5.98,1140273.21,2704.07,744.53,35.49,21.88,13.47,445.9,419.05
2020-04-01,LOAD-010,Bucyrus 495HR,86.67,67.27,26.21,2.91,16.06,1272644.86,3242.93,717.24,101.55,46.61,53.64,415.43,390.2
2020-05-01,LOAD-010,Bucyrus 495HR,41.9,72.42,37.76,42.03,6,765400.16,3613.19,749.02,429.57,23.81,177.92,225.71,213.33
2020-06-01,LOAD-010,Bucyrus 495HR,1.5,53.53,2.87,350.36,2.02,15990.92,3311.35,715.44,704.63,199.89,12.17,5.78,4.9
2020-07-01,LOAD-010,Bucyrus 495HR,68.17,66.62,24.44,15.45,13.91,1003206.51,3166.99,738.94,232.54,214.63,15.14,339.43,316.79
2020-08-01,LOAD-010,Bucyrus 495HR,73.64,58.04,22.77,2.51,13.93,883060.64,2956.49,745.55,199.59,33.71,164.83,318.32,301.07
2020-09-01,LOAD-010,Bucyrus 495HR,76.11,63.05,21.66,5.3,15.92,990931.05,3070.45,714.17,178.47,82.7,92.87,345.5,323.3
2020-10-01,LOAD-010,Bucyrus 495HR,73.2,57.03,51.45,4.73,6.05,859766.62,2932.85,749.85,200.6,28.49,170.64,311.7,289.88
2020-11-01,LOAD-010,Bucyrus 495HR,54.04,69.05,44.8,54.67,5.99,730042.24,2864.72,715.75,328.03,321.6,5.71,267.26,256.34
2020-12-01,LOAD-010,Bucyrus 495HR,70.03,54.79,31.55,3.99,8.95,771705.17,2771.86,737.79,223.24,35.34,184.03,285.25,276.02
2021-01-01,LOAD-010,Bucyrus 495HR,69.53,51.54,26.91,18.78,9.96,668743.88,2552.05,741.5,224.36,153.42,36.57,269.47,261.71
2021-02-01,LOAD-010,Bucyrus 495HR,60.26,58.57,19.44,17.89,11.99,720381.2,3195.14,670.73,269.87,214.8,52.63,235.07,224.84
2021-03-01,LOAD-010,Bucyrus 495HR,10.3,54.51,14.11,171.06,3,115668.72,2854.9,750.7,673.74,515.01,151.12,42.42,40.7
2021-04-01,LOAD-010,Bucyrus 495HR,7.62,0,0,147.1,0.99,0,0,726.6,664.04,146.95,517.36,0,0
2021-05-01,LOAD-010,Bucyrus 495HR,0,99.23,24.11,0,0,0,0,744.57,747.77,0,749.37,0,0
2021-06-01,LOAD-010,Bucyrus 495HR,0,99.19,24.01,0,0,0,0,714.06,726.61,0,723.89,0,0
2021-07-01,LOAD-010,Bucyrus 495HR,0,100.8,23.88,0,0,0,0,750.74,739.78,0,742.1,0,0
2021-08-01,LOAD-010,Bucyrus 495HR,0,100.68,23.84,0,0,0,0,742.44,739.49,0,739.81,0,0
2021-09-01,LOAD-010,Bucyrus 495HR,0,99.52,24.18,0,0,0,0,721.83,714.64,0,716.51,0,0
2021-10-01,LOAD-010,Bucyrus 495HR,0,99.16,24.12,0,0,0,0,746.08,742.77,0,743.12,0,0
2021-11-01,LOAD-010,Bucyrus 495HR,0,99.38,23.81,0,0,0,0,721.1,723.05,0,723.87,0,0
2021-12-01,LOAD-010,Bucyrus 495HR,0,100.34,24.19,0,0,0,0,736.63,749.99,0,751.22,0,0
2022-01-01,LOAD-010,Bucyrus 495HR,0,100.29,23.83,0,0,0,0,746.5,749.57,0,745.8,0,0
2022-02-01,LOAD-010,Bucyrus 495HR,0,99.54,23.95,0,0,0,0,675.68,666.4,0,673.12,0,0
2022-03-01,LOAD-010,Bucyrus 495HR,0,99.22,23.83,0,0,0,0,741.74,747.67,0,741.35,0,0
2022-04-01,LOAD-010,Bucyrus 495HR,36.05,40.7,21.22,5.25,4.97,288281.73,2817.57,722.7,459.23,20.92,434.73,106.3,102.73
2022-05-01,LOAD-010,Bucyrus 495HR,86.75,58.68,38.09,8.17,10.07,1287725.34,3494.98,737.1,93.16,33.46,10.81,384.89,366.88
2022-06-01,LOAD-010,Bucyrus 495HR,80.38,56.64,23.42,2.83,14,1064802.91,3363.21,713.35,140.01,39.38,100.71,327.26,313.17
2022-07-01,LOAD-010,Bucyrus 495HR,74.09,61.82,16.75,8.2,20.1,1096295.73,3315.77,744.58,198.22,160.94,33.18,335.52,325.89
2022-08-01,LOAD-010,Bucyrus 495HR,89.03,62.95,35.24,2.17,12.09,1435252.18,3583.5,738.09,76.11,25.95,49.8,422.52,404.15
2022-09-01,LOAD-010,Bucyrus 495HR,78.75,67.13,29.66,8.73,13.1,1314489.31,3588.51,725.83,150.73,111.91,36.27,381.75,367.02
2022-10-01,LOAD-010,Bucyrus 495HR,76.56,59.11,37.43,3.54,9.05,1148872.56,3566.48,749.12,175.62,16.16,143.62,331.32,318.96
2022-11-01,LOAD-010,Bucyrus 495HR,94.43,66.94,56.99,2.61,7.98,1659502.16,3796.93,716.52,38.4,20.88,17.66,462.09,438.38
2022-12-01,LOAD-010,Bucyrus 495HR,75.02,55.39,38.61,3.6,7.94,1038154.98,3537.26,742.61,187.11,24.91,158.34,307.59,292.39
2023-01-01,LOAD-010,Bucyrus 495HR,87.34,58.28,14.57,3.12,25.85,1301707.49,3565.18,747.99,90.81,81.61,9.18,377.93,363.56
2023-02-01,LOAD-010,Bucyrus 495HR,76.86,46.42,17.94,5.49,13.89,800282.68,3369.99,692.39,158.48,67.53,82.11,249.34,237.79
2023-03-01,LOAD-010,Bucyrus 495HR,73.58,60.25,32.95,3.34,9.92,1123363.67,3590.94,740.42,198.64,24.08,164.55,329.63,314.76
2023-04-01,LOAD-010,Bucyrus 495HR,76.14,29.25,40.75,38.94,3.99,484104.02,3142.09,718.67,166.57,8.24,10.75,162.17,153.37
2023-05-01,LOAD-010,Bucyrus 495HR,77.08,67.96,39.25,14.98,10.05,1215346.66,3242.34,748.39,165.16,59.39,14.43,393.85,376.61
2023-06-01,LOAD-010,Bucyrus 495HR,67.88,68.47,83.88,5.06,3.97,1038570.22,3185.34,714.52,236.57,18.96,215.79,333,321.13
2023-07-01,LOAD-010,Bucyrus 495HR,91.48,71.1,68.85,5.91,6.98,1646933.43,3504.42,744.42,70.35,40.92,28.43,482.46,461.13
2023-08-01,LOAD-010,Bucyrus 495HR,73.54,76.33,29.91,8.57,14.04,1371164.81,3411.51,747.96,201.35,85.54,83.87,419.78,399.35
2023-09-01,LOAD-010,Bucyrus 495HR,82.6,69.94,140.77,2.94,3.01,1507069.48,3667.55,715.32,119.34,4.85,112.4,418.39,406.52
2023-10-01,LOAD-010,Bucyrus 495HR,88.69,71.44,67.63,6.34,7.05,1554162.56,3321.61,739.58,83.72,26.98,39.4,468.73,466.21
2023-11-01,LOAD-010,Bucyrus 495HR,26.51,59.88,112.98,17.57,1.01,417614.19,3691.85,722.55,527.45,17.64,509.91,113.26,112.53
2023-12-01,LOAD-010,Bucyrus 495HR,99.51,22.38,81.69,2.16,2.01,609159.99,3918.5,738.37,5.27,3.07,0.97,163.29,153.78
2024-01-01,LOAD-010,Bucyrus 495HR,88.75,61.07,44.49,5.99,8.94,1332183.86,3510.78,738.42,83.74,26.02,28.64,399.47,377.75
2024-02-01,LOAD-010,Bucyrus 495HR,92.49,50.83,105.97,5.62,3.01,952785.12,3206.84,671.53,45.29,10.51,28.25,319.63,294.8
2024-03-01,LOAD-010,Bucyrus 495HR,67.72,42.57,70.81,9.26,2.98,589618.42,2952.85,736.26,242.6,12.86,216.08,211.65,198.7
2024-04-01,LOAD-010,Bucyrus 495HR,89.86,56.32,90.4,18.51,4.02,1129825.24,3433.51,725.32,77.93,9.35,3.17,362.7,333.97
2024-05-01,LOAD-010,Bucyrus 495HR,90.31,64.37,39.25,2.67,11.09,1383736.7,3405.8,750.26,70.15,24.32,41.16,434.13,409.21
2019-08-01,LOAD-011,Bucyrus 495HR,83.07,86.7,76.63,3.69,7.05,1514639.29,2912.1,747.46,126.06,16.9,99.21,527.78,515.67
2019-09-01,LOAD-011,Bucyrus 495HR,92.98,85.72,96.25,1.5,6.05,1605397.24,2907.22,726.38,46.81,8.85,38.09,576.81,548.41
2019-10-01,LOAD-011,Bucyrus 495HR,86.39,74.18,52.7,1.96,8.95,1095895.91,2418.15,749.19,94.47,17.97,77.83,480.04,450.83
2019-11-01,LOAD-011,Bucyrus 495HR,88.31,67.17,47.04,4.63,9.02,941361.51,2370.19,722.27,89.24,41.31,48.06,419.33,395.54
2019-12-01,LOAD-011,Bucyrus 495HR,79.45,65.25,38.38,5.75,10.05,761188.22,2140,742.17,156.42,57.31,101.27,378.66,353.18
2020-01-01,LOAD-011,Bucyrus 495HR,90.9,68.71,67.52,4.94,7.04,1042366.81,2382.75,745.92,63.93,24.03,29.27,470.5,443.32
2020-02-01,LOAD-011,Bucyrus 495HR,73.18,71.74,58.69,3.44,6.06,989936.28,2985.96,672.93,179.29,20.88,159.8,349.96,333.84
2020-03-01,LOAD-011,Bucyrus 495HR,72.31,55.96,298.92,9.79,1.01,664329,2369.8,738.83,206.79,9.8,198.3,303.01,277.63
2020-04-01,LOAD-011,Bucyrus 495HR,93.81,60.42,136.74,9.3,3.03,800597.66,2165.78,721.31,41.29,17.13,13.91,405.08,369.02
2020-05-01,LOAD-011,Bucyrus 495HR,94.91,78.54,140.4,2.5,4.03,1405943.18,2733.39,743.1,31.12,10.14,21.05,555.04,512.88
2020-06-01,LOAD-011,Bucyrus 495HR,82.21,75.49,63.41,4.51,7.04,1305494.18,3097.73,719.32,128.57,32.08,97.14,444.32,421.63
2020-07-01,LOAD-011,Bucyrus 495HR,77.1,79.41,76.63,24.68,6.02,1230161.09,2910.06,742.42,171.31,24.42,22,456.81,427.83
2020-08-01,LOAD-011,Bucyrus 495HR,92.61,83.67,41.56,2.58,14.02,1723357.87,3187.67,737.2,53.66,36.04,16.86,574.31,547.73
2020-09-01,LOAD-011,Bucyrus 495HR,83.76,63.47,126.89,1.7,3.02,1056095.7,2896.87,724.63,117.73,5.1,112.69,378.16,367.74
2020-10-01,LOAD-011,Bucyrus 495HR,91.2,69.75,95.68,2.91,5.04,1463890.64,3173.09,741.38,60.28,14.32,45.93,470.33,462.19
2020-11-01,LOAD-011,Bucyrus 495HR,84.91,62.08,76.73,5.42,5.04,849860.52,2275.73,715.6,109.17,22.03,82.56,381.55,369.3
2020-12-01,LOAD-011,Bucyrus 495HR,91.08,74.17,54.99,6.7,8.98,1421726.41,2905.75,744.81,72.31,60.58,12.42,494.2,486.32
2021-01-01,LOAD-011,Bucyrus 495HR,88.99,60.57,57.33,7.65,7.01,1010942.45,2583.36,743.17,78.25,53.23,25.52,401.71,389.51
2021-02-01,LOAD-011,Bucyrus 495HR,65.76,62.64,55.54,4.28,5.04,753209.55,2809.98,678.64,230.34,16.52,209.27,279.36,270.8
2021-03-01,LOAD-011,Bucyrus 495HR,17.09,52.98,67.19,1.18,1,156701.06,2381.92,750.86,616.26,1.18,620.39,66.56,64.77
2021-04-01,LOAD-011,Bucyrus 495HR,88.64,62.71,35.58,3.34,11.02,1035207.89,2683.12,724.19,84.66,35.3,47.08,392.08,381.71
2021-05-01,LOAD-011,Bucyrus 495HR,57.38,66.65,47.17,6.34,5.95,825654.42,3048.48,744.32,316.99,31.85,278.89,281.6,267.5
2021-06-01,LOAD-011,Bucyrus 495HR,73.04,66.37,50.34,20.84,7,1155275.52,3403.08,723.91,191.28,144.11,44.29,348.19,343.07
2021-07-01,LOAD-011,Bucyrus 495HR,66.38,83.2,101.33,46.07,3.97,1374335.8,3497.8,740.86,255.19,184.85,66.9,408.59,397.16
2021-08-01,LOAD-011,Bucyrus 495HR,75.94,83.58,233.51,5,2,1408235.42,3019.01,742.29,180.67,10.12,172.64,468.34,464.34
2021-09-01,LOAD-011,Bucyrus 495HR,86.51,75,117.37,9.09,4,1331916.34,2988.16,713.44,95.38,36.84,58.69,471.44,451.89
2021-10-01,LOAD-011,Bucyrus 495HR,72.18,64.62,174.92,11.64,1.98,1181664.69,3502.88,742,210.75,23.35,186.93,348.61,343.19
2021-11-01,LOAD-011,Bucyrus 495HR,94.32,64.8,146.73,4.65,3.03,1330709.64,3086.63,719.2,44.23,13.95,29.89,438.53,427.56
2021-12-01,LOAD-011,Bucyrus 495HR,80.31,53.87,45.84,5.11,6.98,826204.33,2610.84,743.65,141.18,35.76,107.53,324.33,313.3
2022-01-01,LOAD-011,Bucyrus 495HR,63.72,47.21,27.55,3.94,7.92,546362.75,2593.35,739.93,274.93,31.75,243.99,218.37,209.43
2022-02-01,LOAD-011,Bucyrus 495HR,85.66,67.03,38.02,4.58,10.06,1169527.8,3149.62,666.12,100.46,36.99,54.29,383.56,367.81
2022-03-01,LOAD-011,Bucyrus 495HR,91.55,57.41,64.74,3.36,6.02,1095569.36,2927.69,737.5,61.46,20.37,40.57,389.54,378.21
2022-04-01,LOAD-011,Bucyrus 495HR,68.65,56.29,136.97,1.49,2,823062.69,3038.36,717.73,227.7,2.96,224.04,273.99,266.3
2022-05-01,LOAD-011,Bucyrus 495HR,93.49,74.9,86.05,2.86,5.95,1750880,3406.39,737.7,47.99,17.15,31.02,521.45,509.41
2022-06-01,LOAD-011,Bucyrus 495HR,92.35,74.19,161.97,2.68,3.01,1777172.64,3758.75,722.32,59.36,4.23,51.32,485.53,480.72
2022-07-01,LOAD-011,Bucyrus 495HR,81.53,79.52,69.38,3.25,7.05,1765352.96,3727.73,748.23,133.15,22.5,111.93,488.02,471.67
2022-08-01,LOAD-011,Bucyrus 495HR,86.96,79.15,51.48,5.75,10.07,1777005.08,3481.78,748.02,90.9,57.63,33.6,518.53,503.97
2022-09-01,LOAD-011,Bucyrus 495HR,82.63,78.32,51.28,3.84,9.03,1593586.2,3494.79,715.16,122.76,34.23,87.68,463.81,452.34
2022-10-01,LOAD-011,Bucyrus 495HR,17.97,48.28,64.21,4.76,1.01,248032.38,3899.38,737.78,612.99,4.77,605.58,64.3,62.63
2022-11-01,LOAD-011,Bucyrus 495HR,0,99.4,24.1,0,0,0,0,726.97,719.62,0,718.22,0,0
2022-12-01,LOAD-011,Bucyrus 495HR,0,99.31,24.12,0,0,0,0,750.85,745.77,0,750.99,0,0
2023-01-01,LOAD-011,Bucyrus 495HR,48.2,55.98,34.01,3.33,5.98,547859.25,2819.62,738.74,380.6,17.3,361.94,204.12,196.35
2023-02-01,LOAD-011,Bucyrus 495HR,90.43,51.01,35.09,4.74,9.05,898641.76,2919.89,691.71,66.25,42.31,24.87,317.44,305.78
2023-03-01,LOAD-011,Bucyrus 495HR,78.05,46.83,91.39,7.89,2.98,806349.03,3069.39,749.49,160.22,24.11,136.69,275.5,266.7
2023-04-01,LOAD-011,Bucyrus 495HR,92.91,20.36,67.94,5.87,2,354429.53,2785.28,718.63,53.97,6.74,42.33,136.43,127.77
2023-05-01,LOAD-011,Bucyrus 495HR,90.36,32.86,55.59,4.06,4.03,497334.37,2560.65,740.29,67.1,8.81,51.43,222.99,194.65
2023-06-01,LOAD-011,Bucyrus 495HR,79.09,69.78,198.82,3.13,2,1144237.01,3030.14,726.87,150.96,0.97,142.67,401.79,383.07
2023-07-01,LOAD-011,Bucyrus 495HR,86.42,77.19,62.33,3.78,7.95,1544679.18,3260.58,738.47,99.04,30.2,67.52,494.02,478.01
2023-08-01,LOAD-011,Bucyrus 495HR,92.94,83.13,47.39,2.39,11.95,2036866.85,3691.28,750.13,57.74,18.67,29.53,570.87,558.95
2023-09-01,LOAD-011,Bucyrus 495HR,73.48,82.62,48.47,2.04,8.91,1586373.83,3726.9,713.7,192.75,18.47,173.45,433.4,423.06
2023-10-01,LOAD-011,Bucyrus 495HR,89,74.17,41.18,4.36,11.89,1789575.18,3730.52,739.93,77.4,49.33,24.41,495.98,483.49
2023-11-01,LOAD-011,Bucyrus 495HR,75.07,70.25,54.73,2.76,7.06,1496934.68,4016.17,719.63,181.64,18.36,163.58,379.13,374.4
2023-12-01,LOAD-011,Bucyrus 495HR,91.61,77.08,52.92,4.64,10.02,2005459.03,3874.55,743.17,66.21,38.92,20.14,527.84,517.75
2024-01-01,LOAD-011,Bucyrus 495HR,64.92,65.87,79.09,3.3,4.01,997700.64,3184.43,741.67,257.88,13.29,243.21,317.92,313.79
2024-02-01,LOAD-011,Bucyrus 495HR,94.39,47.78,27.38,3.73,10.9,861079.52,2980.18,676.02,43.13,31.61,1.93,298.67,291.26
2024-03-01,LOAD-011,Bucyrus 495HR,92.73,55.24,47.86,3.55,7.93,1197706.26,3200.72,738.99,54.75,23.65,25.89,380.7,373.6
2024-04-01,LOAD-011,Bucyrus 495HR,76.18,61.45,28.28,3,11.94,980845.28,3013.24,718.83,171.27,29,135.29,342.03,327.65
2024-05-01,LOAD-011,Bucyrus 495HR,91.27,76.52,73.99,2.87,7,1777931.34,3556.46,735.43,65.61,17.66,45.45,513.71,501.37
2019-08-01,LOAD-012,Bucyrus 495HR,84.67,78.96,82.55,7.49,6,1482738.51,3164.72,750.63,117.13,44.24,71.53,503.23,469.82
2019-09-01,LOAD-012,Bucyrus 495HR,59.48,82.61,87.53,1.31,4.03,1152630.55,3422.17,717,296.3,5.32,287.2,356.71,342.36
2019-10-01,LOAD-012,Bucyrus 495HR,59.38,67.08,37.33,4.19,7.99,941542.97,3351.32,738.54,298.91,33.32,267.65,302.22,276.85
2019-11-01,LOAD-012,Bucyrus 495HR,88.53,63.9,45.52,5.08,9.01,1235982.46,3252.88,724.79,81.34,43.49,35.76,411.93,380.2
2019-12-01,LOAD-012,Bucyrus 495HR,67.77,72.44,51.31,5.34,6.98,1216369.18,3604.36,738.95,244.85,37,206.49,363.44,333.2
