data,id_equipamento,modelo,DF,UF,MTBF,MTTR,num_falhas,producao_total,produtividade,HC,HM,HMC,HMP,HT,HEF
2020-07-01,DRILL-315,Bucyrus SKS,33.23,71.22,7.47,8.96,23.89,0,0,740.76,492.1,215.89,279.83,179.08,175.3
2020-08-01,DRILL-315,Bucyrus SKS,31.14,78.41,7.9,22.08,23.15,0,0,738.04,510.24,510.54,0,179.98,182.67
2020-09-01,DRILL-315,Bucyrus SKS,41.09,75.43,8.87,12.37,25.1,0,0,714.58,424.86,307.68,117.66,219.66,217.68
2020-10-01,DRILL-315,Bucyrus SKS,39.56,48.81,6.4,13.79,22.9,0,0,737.1,443.28,321.39,129.91,146.9,140.25
2020-11-01,DRILL-315,Bucyrus SKS,55.98,72.65,20.98,5.38,13.94,0,0,716.5,319.38,74.48,240.7,294.6,291.57
2020-12-01,DRILL-315,Bucyrus SKS,71.04,67.04,16.55,9.45,22,0,0,740.87,210.56,205.1,5.29,364.12,357.12
2021-01-01,DRILL-315,Bucyrus SKS,46.19,65.43,11.92,6.19,19.09,0,0,745.67,398.05,116.95,280.73,227.53,222.53
2021-02-01,DRILL-315,Bucyrus SKS,70.32,21.69,17.11,12.39,6,0,0,678.33,199.87,74.22,126.84,103.45,102.12
2021-03-01,DRILL-315,Bucyrus SKS,73.19,31.22,12.31,13.12,13.95,0,0,751.12,194.13,184.17,11.35,171.62,172.1
2021-04-01,DRILL-315,Bucyrus SKS,66.98,63.95,14.51,11.3,20.89,0,0,722.78,239.39,239.19,0.96,304.91,300.46
2021-05-01,DRILL-315,Bucyrus SKS,36.89,83.43,12.79,7.32,17.88,0,0,746.82,468.29,131.09,336.07,230.86,226.93
2021-06-01,DRILL-315,Bucyrus SKS,53.33,61.87,14.73,6.8,16.02,0,0,727.14,336.24,109.82,229.39,238.12,233.91
2021-07-01,DRILL-315,Bucyrus SKS,46.68,71.76,20.55,7.07,11.98,0,0,744.57,396.22,85.11,317.81,250.22,245.49
2021-08-01,DRILL-315,Bucyrus SKS,66.87,71.25,14.52,10.37,24.23,0,0,749.85,247.1,245.08,0.26,347.83,348.57
2021-09-01,DRILL-315,Bucyrus SKS,53.48,59.85,13.23,19.95,17.02,0,0,715.78,336.8,338.65,0.9,225.3,224.13
2021-10-01,DRILL-315,Bucyrus SKS,55.35,67.53,11.21,9.13,25.21,0,0,743.97,331.1,227.27,101.02,280.51,275.11
2021-11-01,DRILL-315,Bucyrus SKS,53.11,56.1,21.3,6.79,10.06,0,0,724.93,337.6,67.92,271.38,213.82,212.32
2021-12-01,DRILL-315,Bucyrus SKS,72.03,58.58,13.07,7.12,23.8,0,0,740.17,210.92,170.52,42.46,308.56,305.84
2022-01-01,DRILL-315,Bucyrus SKS,85.51,56.57,25.64,7.69,13.92,0,0,737.59,113.26,108.05,4.68,359.35,348.13
2022-02-01,DRILL-315,Bucyrus SKS,11.68,66.25,5.19,8.37,9.96,0,0,673.25,589.53,84.64,513.8,52.37,51.34
2022-03-01,DRILL-315,Bucyrus SKS,65.94,66.89,17.43,13.17,18.83,0,0,749.44,249.8,244.08,0,330.67,323.69
2022-04-01,DRILL-315,Bucyrus SKS,75.15,62.35,17.85,6.82,19.13,0,0,720.6,177.52,116.37,48.98,339.62,342.12
2022-05-01,DRILL-315,Bucyrus SKS,53.43,46.75,8.45,9.41,22.21,0,0,746.37,346.56,205.93,143.37,185.01,184.29
2022-06-01,DRILL-315,Bucyrus SKS,89.95,47.53,18.03,3.87,16.84,0,0,722.96,77.35,66.44,11.88,306.19,301.5
2022-07-01,DRILL-315,Bucyrus SKS,68.29,47.4,12.05,8.28,19.9,0,0,745.03,235.54,158.47,71.26,242.59,238.35
2022-08-01,DRILL-315,Bucyrus SKS,47.15,57.42,11.91,8.65,16.85,0,0,749.11,395.39,145.11,246.54,202.2,199.59
2022-09-01,DRILL-315,Bucyrus SKS,58.93,57.59,15.05,11.26,15.96,0,0,724.85,294.47,180.76,114.68,243.39,242.57
2022-10-01,DRILL-315,Bucyrus SKS,71.81,58.79,17.7,11.4,17.86,0,0,741.24,205.19,204.09,0,317.1,313.29
2022-11-01,DRILL-315,Bucyrus SKS,38.04,76.55,19.13,29.72,11.11,0,0,717.8,446.52,293.66,122.92,207.22,209
2022-12-01,DRILL-315,Bucyrus SKS,62.87,74.97,12.41,6.86,27.83,0,0,738.33,277.13,172.77,85.38,346.48,337.74
2023-01-01,DRILL-315,Bucyrus SKS,52.72,72.19,9.94,11.33,27.91,0,0,745.06,353.03,317.06,35.7,281.22,279.13
2023-02-01,DRILL-315,Bucyrus SKS,64.56,48.95,11.07,7.18,20.09,0,0,697.34,243.91,141.03,99.5,217.49,221.38
2023-03-01,DRILL-315,Bucyrus SKS,70.01,50.38,9.88,3.85,26.84,0,0,738.09,221.71,104.76,116.33,263.13,258.96
2023-04-01,DRILL-315,Bucyrus SKS,45.68,38.49,6.98,5.5,18.16,0,0,724.82,396.79,99.31,294.81,126.62,124.92
2023-05-01,DRILL-315,Bucyrus SKS,48.7,64.85,11.58,6.88,19.85,0,0,739.3,382.4,136.58,248.58,233.03,229.13
2023-06-01,DRILL-315,Bucyrus SKS,62.57,71.37,11.06,5.88,29.17,0,0,721.78,271.16,159.25,97.48,318.82,317.9
2023-07-01,DRILL-315,Bucyrus SKS,40.25,70.18,8.38,8.41,24.85,0,0,738.12,443.27,202.65,235.86,208.25,203.81
2023-08-01,DRILL-315,Bucyrus SKS,25.78,82.23,8.3,19.94,19.07,0,0,747.48,555.96,376.33,175.26,157.42,153.63
2023-09-01,DRILL-315,Bucyrus SKS,33.04,54.55,10.2,7.57,13.01,0,0,733.38,491.55,98.12,388.46,132.34,130.11
2023-10-01,DRILL-315,Bucyrus SKS,54.86,65.18,7.53,7.51,35.27,0,0,738.41,340.8,264.92,74.69,261.08,248.05
2023-11-01,DRILL-315,Bucyrus SKS,43.28,66.4,7.67,13.2,27.13,0,0,718.71,406.53,356.88,55.28,206.39,138.83
2023-12-01,DRILL-315,Bucyrus SKS,67.4,57.47,10.58,5.73,26.97,0,0,738.83,242.36,157.01,85.4,282.28,273.7
2020-10-01,DRILL-327,Bucyrus SKS,63.34,67.43,8.69,7.63,36.21,0,0,747.27,276.84,276.42,0,316.42,311.88
2020-11-01,DRILL-327,Bucyrus SKS,33.47,71.06,10.76,15.24,16.12,0,0,722.58,476.13,241.2,233,171.39,172.99
2020-12-01,DRILL-327,Bucyrus SKS,60.99,62.54,13.45,10.09,20.86,0,0,741.95,292.96,213.24,78.27,284.7,280.04
2021-01-01,DRILL-327,Bucyrus SKS,63.82,72.67,26.52,16.78,13.13,0,0,751.13,266.57,219.44,50.09,342.95,341.18
2021-02-01,DRILL-327,Bucyrus SKS,60.28,78.5,22.25,11.19,14.09,0,0,678.6,271.56,155.79,112.91,313.8,309.08
2021-03-01,DRILL-327,Bucyrus SKS,47.97,76.59,16.27,8.86,16.9,0,0,748.55,385.19,150.99,236.89,272.34,270.7
2021-04-01,DRILL-327,Bucyrus SKS,52.66,79.38,12.71,10.14,23.84,0,0,715.43,336.15,245.03,94.39,301.76,291.9
2021-05-01,DRILL-327,Bucyrus SKS,33.54,88.06,12.11,18.5,17.99,0,0,745.93,494.62,331.93,161.48,216.36,213.49
2021-06-01,DRILL-327,Bucyrus SKS,46.67,78.19,14.8,9.62,17.85,0,0,720.74,381.76,175.17,207.95,265.53,261.3
2021-07-01,DRILL-327,Bucyrus SKS,56.62,73.96,11.46,11.06,27.07,0,0,738.58,328.46,298.96,25.75,310.87,302.31
2021-08-01,DRILL-327,Bucyrus SKS,63.89,79.61,11.02,7.82,33.78,0,0,749.38,267.05,269.13,0,378.39,378.42
2021-09-01,DRILL-327,Bucyrus SKS,16.51,80.58,13.73,27.56,6.97,0,0,723.27,601.95,169.79,407.88,96.35,97.3
2021-10-01,DRILL-327,Bucyrus SKS,52.4,74.78,16.03,17.43,18,0,0,745.61,352.63,314.58,39.22,287.43,287.65
2021-11-01,DRILL-327,Bucyrus SKS,52.22,74.89,21.41,17.16,12.9,0,0,715.36,347.65,158.4,119.28,277.8,281.09
2021-12-01,DRILL-327,Bucyrus SKS,66.55,70.92,32.22,2.42,11,0,0,748.51,247.54,26.49,221.66,351.23,342.66
2022-01-01,DRILL-327,Bucyrus SKS,66.9,69.78,16.32,11.9,21.08,0,0,740.59,250.15,252.53,0,341.32,336.5
2022-02-01,DRILL-327,Bucyrus SKS,82.52,72.3,26.51,7.33,14.87,0,0,670.32,113.88,110.35,3.99,399.85,398.31
2022-03-01,DRILL-327,Bucyrus SKS,37.81,60.84,12.26,8.2,14.09,0,0,747.15,464.75,115.26,344.48,173.37,158.04
2022-04-01,DRILL-327,Bucyrus SKS,35.78,66.18,9.01,7.31,18.84,0,0,717.85,461.12,141.31,323.53,172.59,149.54
2022-05-01,DRILL-327,Bucyrus SKS,26.33,63.5,15.66,6.51,8.03,0,0,750.37,546.28,51.86,491.43,126.08,124.58
2022-06-01,DRILL-327,Bucyrus SKS,73.93,55.94,19.63,6.92,14.99,0,0,717.5,193.11,105.41,87.83,297.25,291.71
2022-07-01,DRILL-327,Bucyrus SKS,74.12,74.9,18.6,8.86,22.08,0,0,747.67,197.56,193.74,0.83,413.35,405.47
2022-08-01,DRILL-327,Bucyrus SKS,6.78,84.57,14.35,120.42,2.99,0,0,746.1,695.28,361.7,331.98,42.77,41.17
2022-09-01,DRILL-327,Bucyrus SKS,58.8,68.94,12.21,10.11,24.15,0,0,716.13,294.68,243.1,52.17,293.14,282.09
2022-10-01,DRILL-327,Bucyrus SKS,58.21,70.93,10.95,7.56,27.87,0,0,740.52,310.13,213.09,99.75,302.76,261.77
2022-11-01,DRILL-327,Bucyrus SKS,79.75,75.02,17.23,5.59,25.03,0,0,718.25,139.15,139.57,0.14,429.67,415.21
2022-12-01,DRILL-327,Bucyrus SKS,29.05,78.25,13.09,18.64,13.07,0,0,750.47,526.89,242.74,287.83,168.82,169.92
2023-01-01,DRILL-327,Bucyrus SKS,62.12,75.87,15.84,13,22.08,0,0,752.43,286.72,289.12,0,346.5,344.19
2023-02-01,DRILL-327,Bucyrus SKS,46.82,69.12,12.3,16.21,18.01,0,0,694.31,371.22,57.68,83.17,224.57,218.12
2023-03-01,DRILL-327,Bucyrus SKS,0,99.34,0,740.45,0.99,0,0,746.74,745.03,0,0,0,0
2023-04-01,DRILL-327,Bucyrus SKS,0,100.67,0,726.02,1.01,0,0,718.72,719.59,0,0,0,0
2023-05-01,DRILL-327,Bucyrus SKS,0,100.78,0,747.06,1,0,0,744,748.25,0,0,0,0
2023-06-01,DRILL-327,Bucyrus SKS,0,99.03,0,720.5,1,0,0,717.33,713.16,0,0,0,0
2023-07-01,DRILL-327,Bucyrus SKS,0,99.63,0,259.28,1.01,0,0,260.52,257.63,0,0,0,0
2019-08-01,DRILL-002,Atlas Copco DML,79.45,65.19,10.19,2.52,37.9,0,0,744.62,151.63,95.53,56.14,383.78,338.79
2019-09-01,DRILL-002,Atlas Copco DML,56.42,69.91,8.33,3.53,33.82,0,0,723.37,314.69,120.18,192.98,283.98,264.06
2019-10-01,DRILL-002,Atlas Copco DML,66.39,69.8,17.83,6.28,18.96,0,0,746.18,252.87,118.01,133.42,338.11,310.7
2019-11-01,DRILL-002,Atlas Copco DML,58.46,72.93,8.58,8.3,35.81,0,0,721.22,302.54,298.83,4.2,308.68,296.85
2019-12-01,DRILL-002,Atlas Copco DML,61.04,79.69,11.52,3.2,31.1,0,0,736.83,290.38,99.82,188.43,356.65,340.52
2020-01-01,DRILL-002,Atlas Copco DML,66.36,81.61,18.5,6.86,21.87,0,0,743.44,251.68,149.44,99.95,404.44,385.73
2020-02-01,DRILL-002,Atlas Copco DML,69.49,78.7,14.02,5.81,26.12,0,0,678.46,207.16,151.13,55.66,367.86,354.55
2020-03-01,DRILL-002,Atlas Copco DML,57.36,71.29,12.03,9.33,25.13,0,0,738.79,318.22,232.69,85.43,306.5,281.61
2020-04-01,DRILL-002,Atlas Copco DML,79.4,76.41,26.92,8.95,16.1,0,0,720.7,149.9,99.09,5.75,435.63,421.6
2020-05-01,DRILL-002,Atlas Copco DML,87.27,79.56,21.34,4.06,22.1,0,0,674.87,89.45,89.84,0.23,465.88,453.74
2019-08-01,DRILL-003,Atlas Copco DML,77.5,64.72,13.17,4.51,28.03,0,0,745.58,164.61,127.7,39.02,374.39,342.51
2019-09-01,DRILL-003,Atlas Copco DML,69.12,68.81,11.86,4.51,29.05,0,0,720.62,227.04,129.59,95.07,344.2,298.84
2019-10-01,DRILL-003,Atlas Copco DML,77.97,70.98,13.93,4.75,29.03,0,0,739.73,166.82,135.71,29.61,408.99,375.07
2019-11-01,DRILL-003,Atlas Copco DML,59.33,71.36,9.66,6.77,30.87,0,0,722.5,296.6,193.25,86.39,301.66,278.09
2019-12-01,DRILL-003,Atlas Copco DML,48.31,79.48,10.18,8.99,28.28,0,0,739.98,385.35,239.9,131.7,284.12,271.3
2020-01-01,DRILL-003,Atlas Copco DML,67.37,77.65,15.15,8.81,26.26,0,0,749.68,237.68,126.77,11.22,393.86,381.89
2020-02-01,DRILL-003,Atlas Copco DML,62.98,76.78,13.02,5.43,24.95,0,0,669.95,248.66,137,109.49,324.89,305
2020-03-01,DRILL-003,Atlas Copco DML,68.93,73.25,11.68,7.34,31.94,0,0,745.66,233.09,231.65,2.28,370.91,347.83
2020-04-01,DRILL-003,Atlas Copco DML,49.66,71.31,13.69,5.36,8.05,0,0,313.36,158.56,42.96,114.88,108.61,104.07
2019-08-01,DRILL-004,Atlas Copco DML,76.45,71.41,19.36,4.97,21.16,0,0,744.77,176.79,104.37,72.1,405.43,390.02
2019-09-01,DRILL-004,Atlas Copco DML,75.35,69.04,16.26,3.57,22.79,0,0,724.95,177.83,82.19,95.54,369.31,354.85
2019-10-01,DRILL-004,Atlas Copco DML,53.54,68.49,12.92,4.02,21.06,0,0,742.96,345.92,83.33,259.87,274.78,259.53
2019-11-01,DRILL-004,Atlas Copco DML,0,100.77,23.92,0,0,0,0,716.43,723.02,0,723.83,0,0
2019-12-01,DRILL-004,Atlas Copco DML,0,99.45,23.78,0,0,0,0,747.83,739.39,0,737.98,0,0
2020-01-01,DRILL-004,Atlas Copco DML,43.72,78.57,15.85,4.62,16,0,0,749.34,420.83,67.85,348.56,254.22,245.03
2020-02-01,DRILL-004,Atlas Copco DML,63.84,72.49,12.49,5.96,24.9,0,0,673.43,241.12,149.82,90.93,313.71,299.5
2020-03-01,DRILL-004,Atlas Copco DML,83.26,77.08,23.65,6.24,20.01,0,0,740.82,131.23,123.14,6.19,477.24,443.61
2020-04-01,DRILL-004,Atlas Copco DML,72.47,77.22,23.56,6.88,17.03,0,0,722.39,201.58,116.07,84.79,398.12,383.41
2020-05-01,DRILL-004,Atlas Copco DML,80.62,82.37,32.7,2.78,14.89,0,0,741.05,145.39,41.67,104.8,497.76,483.83
2020-06-01,DRILL-004,Atlas Copco DML,76.28,73.63,28.87,6.95,13.89,0,0,724.71,171.85,97.55,73.44,401.4,392.46
2020-07-01,DRILL-004,Atlas Copco DML,49.08,77.08,40.31,3.67,6.99,0,0,741.87,378.46,25.8,353.91,284.93,275.52
2020-08-01,DRILL-004,Atlas Copco DML,69.93,78.52,18.73,5.87,21.82,0,0,736.99,221.73,127.82,92.87,408.53,367.99
2020-09-01,DRILL-004,Atlas Copco DML,69.89,80.34,17.01,5.47,24.19,0,0,724.31,217.15,132.3,83.28,409.38,368.91
2020-10-01,DRILL-004,Atlas Copco DML,71.41,74.67,17.99,8.08,22.22,0,0,748.61,212.64,177.03,35.92,401.78,386.59
2020-11-01,DRILL-004,Atlas Copco DML,75.64,79.49,39.34,4.86,11.03,0,0,726.85,175.2,53.62,121.79,433.85,425.32
2020-12-01,DRILL-004,Atlas Copco DML,57.39,70.44,15.22,6.31,20,0,0,737.31,314.7,125.09,190.32,306.24,306.26
2021-01-01,DRILL-004,Atlas Copco DML,74.61,70.35,21.35,6.53,17.89,0,0,740.62,192.73,118.06,75.21,386.14,379.64
2021-02-01,DRILL-004,Atlas Copco DML,64.93,69.18,21.97,3.24,14.04,0,0,675.36,233.19,45.67,186.91,309.4,302.57
2021-03-01,DRILL-004,Atlas Copco DML,76.72,77.66,27.21,9.75,16.13,0,0,745.72,175.01,156.34,16.85,443.16,414.98
2021-04-01,DRILL-004,Atlas Copco DML,69.97,72.54,25.91,7.74,13.91,0,0,719.76,218.77,108.73,110.47,367.57,358.94
2021-05-01,DRILL-004,Atlas Copco DML,83.89,82.88,28.69,4.13,17.93,0,0,748.06,122.37,74.21,48.14,516.57,505.03
2021-06-01,DRILL-004,Atlas Copco DML,59.89,72.98,15.9,4.42,20.15,0,0,714.68,289.2,88.83,196.46,315.98,315.3
2021-07-01,DRILL-004,Atlas Copco DML,60.83,76.84,19.21,10.71,17.83,0,0,736.75,292.2,195.14,102.21,346.75,341.88
2021-08-01,DRILL-004,Atlas Copco DML,62.56,74.31,18.52,8.15,19.18,0,0,739.07,278.4,154.02,120.04,350.41,343.05
2021-09-01,DRILL-004,Atlas Copco DML,69.56,80.2,30.87,12.19,13.1,0,0,719.02,223.13,156.83,62.41,397.44,386.75
2021-10-01,DRILL-004,Atlas Copco DML,83.26,76.81,29.6,7.34,16.14,0,0,738.72,121.44,117.01,3.06,477.41,465.27
2021-11-01,DRILL-004,Atlas Copco DML,35.2,74.98,11.28,11.58,16.96,0,0,722.95,466.52,197.76,263.88,190.07,191.98
2021-12-01,DRILL-004,Atlas Copco DML,56.03,66.4,15.35,17.33,17.97,0,0,737.61,328.31,314.41,13.52,277.91,281.07
2022-01-01,DRILL-004,Atlas Copco DML,20.85,72.29,6.56,9.04,17,0,0,736.88,592.76,155.96,435.51,112.65,98.7
2022-02-01,DRILL-004,Atlas Copco DML,92.36,65.16,45.56,4.02,8.98,0,0,667.61,49.64,36.38,13.44,408.78,397.4
2022-03-01,DRILL-004,Atlas Copco DML,83.48,72.4,21.57,4.74,21.12,0,0,745.86,121.12,73.97,21.54,451.11,428.74
2022-04-01,DRILL-004,Atlas Copco DML,69.11,62.75,51.36,6.2,6.04,0,0,719.73,224.2,37.25,187.76,311.31,311.14
2022-05-01,DRILL-004,Atlas Copco DML,89.17,61.64,24.08,4.77,17,0,0,747.11,83.55,80.24,2.65,410.73,396.91
2022-06-01,DRILL-004,Atlas Copco DML,62.51,66.33,32.82,3.55,8.97,0,0,718.68,269.56,32.07,239.31,296.68,294.07
2022-07-01,DRILL-004,Atlas Copco DML,83.07,71.04,25.53,4.55,17.14,0,0,746.21,128.24,77.28,50.15,437.12,398.02
2022-08-01,DRILL-004,Atlas Copco DML,79.57,68.31,50.83,7.41,8.06,0,0,739.28,154.24,59.58,93.65,400.12,399.75
2022-09-01,DRILL-004,Atlas Copco DML,60.13,64.34,25.72,3.72,11.07,0,0,714.11,284.06,40.94,244.8,282.37,279.75
2022-10-01,DRILL-004,Atlas Copco DML,72.57,71.88,29.64,5.37,12.98,0,0,748.09,208.21,71.07,137.57,389.91,382.87
2022-11-01,DRILL-004,Atlas Copco DML,83.71,71.15,48.04,12.78,9.02,0,0,714.5,116.15,116.12,0.67,426.5,416.38
