data,id_equipamento,tipo_ordem,custo_outros,custo_pecas,custo_insumos,custo_total
2023-02-01,HAUL-0022,YCM,6978.76,0,0,6978.76
2023-02-01,HAUL-0022,YCO,21262.92,0,0,21262.92
2023-02-01,HAUL-0022,YEM,10093.78,0,0,10093.78
2023-02-01,HAUL-0022,YPM,25977.49,1638.21,0,27615.7
2023-02-01,HAUL-0023,YCM,10780.82,0,0,10780.82
2023-02-01,HAUL-0023,YEM,278.21,0,0,278.21
2023-02-01,HAUL-0023,YPM,7688.6,90.14,0,7778.740000000001
2023-02-01,HAUL-0023,YRR,35403.9,0,0,35403.9
2023-02-01,HAUL-0024,YCM,38237.45,0,0,38237.45
2023-02-01,HAUL-0024,YCO,339.18,0,0,339.18
2023-02-01,HAUL-0024,YEM,4019.87,0,0,4019.87
2023-02-01,HAUL-0024,YPM,6081.46,91.46,0,6172.92
2023-02-01,HAUL-0025,YCM,9322.69,0,0,9322.69
2023-02-01,HAUL-0025,YEM,5502.61,0,0,5502.61
2023-02-01,HAUL-0025,YPM,22087.6,1015.9,0,23103.5
2023-02-01,HAUL-0025,YRR,3412.32,0,0,3412.32
2023-02-01,HAUL-0026,YCM,46591.39,0,0,46591.39
2023-02-01,HAUL-0026,YPM,5962.32,92.51,0,6054.83
2023-02-01,HAUL-0027,YCM,156.47,0,0,156.47
2023-02-01,HAUL-0027,YCO,514.5,0,0,514.5
2023-02-01,HAUL-0027,YPM,42.09,0,0,42.09
2023-02-01,HAUL-0028,YRR,463.05,0,0,463.05
2023-02-01,HAUL-0029,YCM,88450.29,0,0,88450.29
2023-02-01,HAUL-0029,YEM,2107.87,0,0,2107.87
2023-02-01,HAUL-0029,YPM,24715,1647.12,0,26362.12
2023-02-01,HAUL-0030,YCM,25257.65,0,0,25257.65
2023-02-01,HAUL-0030,YEM,45901.05,0,0,45901.05
2023-02-01,HAUL-0030,YPM,7286.12,92.42,0,7378.54
2023-02-01,HAUL-0030,YRR,24496.3,0,0,24496.3
2023-02-01,HAUL-0031,YCM,22062.23,0,0,22062.23
2023-02-01,HAUL-0031,YCO,1733.71,0,0,1733.71
2023-02-01,HAUL-0031,YEM,1820.86,0,0,1820.86
2023-02-01,HAUL-0031,YPM,5088.66,93.22,0,5181.88
2023-02-01,HAUL-0032,YCM,22097.35,0,0,22097.35
2023-02-01,HAUL-0032,YCO,245447.82,0,0,245447.82
2023-02-01,HAUL-0032,YPM,26017.1,0,0,26017.1
2023-02-01,HAUL-0032,YRR,800.6,0,0,800.6
2023-02-01,HAUL-0033,YCM,2333.85,0,0,2333.85
2023-02-01,HAUL-0033,YPM,25117.77,0,0,25117.77
2023-02-01,HAUL-0033,YRR,45137.84,0,0,45137.84
2023-02-01,HAUL-0034,YCM,7461,0,0,7461
2023-02-01,HAUL-0034,YCO,83113.95,0,0,83113.95
2023-02-01,HAUL-0034,YPM,33390.91,0,0,33390.91
2023-02-01,HAUL-0035,YCM,6079.8,0,0,6079.8
2023-02-01,HAUL-0035,YEM,5969.08,0,0,5969.08
2023-02-01,HAUL-0035,YPM,81265.97,0,0,81265.97
2023-02-01,HAUL-0035,YRR,157461.15,0,0,157461.15
2023-02-01,HAUL-0036,YCM,978.3,0,0,978.3
2023-02-01,HAUL-0036,YCO,545842.61,0,0,545842.61
2023-02-01,HAUL-0036,YPM,33032.81,0,0,33032.81
2023-02-01,HAUL-0037,YCM,38356.02,0,0,38356.02
2023-02-01,HAUL-0037,YCO,75059.08,0,0,75059.08
2023-02-01,HAUL-0037,YEM,548.79,0,0,548.79
2023-02-01,HAUL-0037,YPM,36657.21,0,0,36657.21
2023-02-01,HAUL-0037,YRR,9425.32,0,0,9425.32
2023-02-01,HAUL-0038,YCM,49798.84,0,0,49798.84
2023-02-01,HAUL-0038,YCO,17113.33,0,0,17113.33
2023-02-01,HAUL-0038,YEM,253.98,0,0,253.98
2023-02-01,HAUL-0038,YPM,14632.24,0,0,14632.24
2023-02-01,HAUL-0039,YCM,177625.46,0,0,177625.46
2023-02-01,HAUL-0039,YPM,13953.64,0,0,13953.64
2023-02-01,HAUL-0039,YRR,50694.74,0,0,50694.74
2023-02-01,HAUL-0040,YCM,102631.36,0,0,102631.36
2023-02-01,HAUL-0040,YEM,47113.56,0,0,47113.56
2023-02-01,HAUL-0040,YPM,284396.38,0,0,284396.38
2023-02-01,HAUL-0041,YCM,134879.34,0,0,134879.34
2023-02-01,HAUL-0041,YPM,16741.73,0,0,16741.73
2023-02-01,HAUL-0042,YCM,1032.02,0,0,1032.02
2023-02-01,HAUL-0042,YCO,2.26,0,0,2.26
2023-02-01,HAUL-0042,YEM,4665.59,0,0,4665.59
2023-02-01,HAUL-0042,YPM,17506.43,0,0,17506.43
2023-02-01,HAUL-0042,YRR,-34.7,0,0,-34.7
2023-02-01,HAUL-0043,YCM,37229.95,0,0,37229.95
2023-02-01,HAUL-0043,YCO,58118.97,0,0,58118.97
2023-02-01,HAUL-0043,YEM,154.01,0,0,154.01
2023-02-01,HAUL-0043,YPM,296548.39,0,0,296548.39
2023-02-01,HAUL-0044,YCM,18127.55,0,0,18127.55
2023-02-01,HAUL-0044,YPM,28123.88,0,0,28123.88
2023-02-01,HAUL-0044,YRR,100113.38,0,0,100113.38
2023-02-01,HAUL-0045,YCM,35292.92,0,0,35292.92
2023-02-01,HAUL-0045,YPM,35121.56,0,0,35121.56
2023-02-01,HAUL-0045,YRR,8059.06,0,0,8059.06
2023-02-01,HAUL-0046,YCM,66905.75,0,0,66905.75
2023-02-01,HAUL-0046,YCO,1045.89,0,0,1045.89
2023-02-01,HAUL-0046,YEM,5387.13,0,0,5387.13
2023-02-01,HAUL-0046,YPM,46029.59,0,0,46029.59
2023-02-01,HAUL-0047,YCM,2610.16,0,0,2610.16
2023-02-01,HAUL-0047,YCO,3870.57,0,0,3870.57
2023-02-01,HAUL-0047,YPM,47268.31,0,0,47268.31
2023-02-01,HAUL-0047,YRR,65824.19,0,0,65824.19
2023-02-01,HAUL-0048,YCM,3256.66,0,0,3256.66
2023-02-01,HAUL-0048,YEM,9320.54,0,0,9320.54
2023-02-01,HAUL-0048,YPM,16366.08,0,0,16366.08
2023-02-01,HAUL-0049,YCM,54323.9,0,0,54323.9
2023-02-01,HAUL-0049,YCO,178.33,0,0,178.33
2023-02-01,HAUL-0049,YPM,31809.68,0,0,31809.68
2023-02-01,HAUL-0050,YCM,8651.84,151.08,0,8802.92
2023-02-01,HAUL-0050,YPM,25334.76,0,0,25334.76
2023-02-01,HAUL-0051,YCM,2111.14,0,0,2111.14
2023-02-01,HAUL-0051,YEM,9759.96,0,0,9759.96
2023-02-01,HAUL-0051,YPM,13572.22,0,0,13572.22
2023-02-01,HAUL-0052,YEM,168482.41,0,0,168482.41
2023-02-01,HAUL-0052,YPM,24591.42,0,0,24591.42
2023-02-01,HAUL-0053,YCM,22699.06,0,0,22699.06
2023-02-01,HAUL-0053,YPM,329314.45,3080.1,0,332394.55
2023-02-01,HAUL-0053,YRR,0,0,0,0
2023-02-01,HAUL-0054,YCM,188.17,0,0,188.17
2023-02-01,HAUL-0054,YPM,13350.32,0,0,13350.32
2023-02-01,HAUL-0054,YRR,788.34,0,0,788.34
2023-02-01,HAUL-0055,YCM,30964.61,0,0,30964.61
2023-02-01,HAUL-0055,YCO,645.78,0,0,645.78
2023-02-01,HAUL-0055,YPM,21246.89,0,0,21246.89
2023-02-01,HAUL-0056,YPM,45882.72,0,0,45882.72
2023-02-01,HAUL-0057,YCM,17743.64,0,0,17743.64
2023-02-01,HAUL-0057,YEM,298.6,0,0,298.6
2023-02-01,HAUL-0057,YPM,24775.31,0,0,24775.31
2023-02-01,HAUL-0058,YCM,2918.78,0,0,2918.78
2023-02-01,HAUL-0058,YPM,18733.44,0,0,18733.44
2023-02-01,HAUL-0059,YCM,3842.93,0,0,3842.93
2023-02-01,HAUL-0059,YPM,27178.89,0,0,27178.89
2023-02-01,HAUL-0060,YCM,8545.73,0,0,8545.73
2023-02-01,HAUL-0060,YPM,21938.42,0,0,21938.42
2023-02-01,HAUL-0061,YCM,12613.09,0,0,12613.09
2023-02-01,HAUL-0061,YCO,22760.46,0,0,22760.46
2023-02-01,HAUL-0061,YPM,19083.22,1688.42,0,20771.64
2023-02-01,HAUL-0062,YCM,14468.26,0,0,14468.26
2023-02-01,HAUL-0062,YCO,18167.35,0,0,18167.35
2023-02-01,HAUL-0062,YPM,18836.53,1836.76,0,20673.289999999997
2023-02-01,HAUL-0063,YCM,7055.7,0,0,7055.7
2023-02-01,HAUL-0063,YCO,41577.16,0,0,41577.16
2023-02-01,HAUL-0063,YPM,10431.07,0,0,10431.07
2023-02-01,HAUL-0064,YCM,17889.5,0,0,17889.5
2023-02-01,HAUL-0064,YCO,6360.47,0,0,6360.47
2023-02-01,HAUL-0064,YEM,162794.25,0,0,162794.25
2023-02-01,HAUL-0064,YPM,24038.38,0,0,24038.38
2023-02-01,HAUL-0064,YRR,24724.02,0,0,24724.02
2023-02-01,HAUL-0065,YCM,5758.92,0,0,5758.92
2023-02-01,HAUL-0065,YCO,-11295.32,0,0,-11295.32
2023-02-01,HAUL-0065,YPM,19968.47,1579.33,0,21547.800000000003
2023-02-01,HAUL-0065,YRR,2379.67,0,0,2379.67
2023-02-01,HAUL-0066,YCM,5824.74,0,0,5824.74
2023-02-01,HAUL-0066,YCO,6861.46,0,0,6861.46
2023-02-01,HAUL-0066,YPM,423440.88,5966.56,0,429407.44
2023-02-01,HAUL-0066,YRR,598.93,0,0,598.93
2023-02-01,HAUL-0067,YRR,124.17,0,0,124.17
2023-02-01,HAUL-0068,YCM,23680.38,0,0,23680.38
2023-02-01,HAUL-0068,YCO,17169.17,0,0,17169.17
2023-02-01,HAUL-0068,YPM,11017.1,140.56,0,11157.66
2023-02-01,HAUL-0068,YRR,13732.37,0,0,13732.37
2023-02-01,HAUL-0069,YCM,58350.79,0,0,58350.79
2023-02-01,HAUL-0069,YPM,8356.88,0,0,8356.88
2023-02-01,HAUL-0069,YRR,113210.93,0,0,113210.93
2023-02-01,HAUL-0070,YCM,29964.67,0,0,29964.67
2023-02-01,HAUL-0070,YCO,5710.12,0,0,5710.12
2023-02-01,HAUL-0070,YEM,8259.5,0,0,8259.5
2023-02-01,HAUL-0070,YPM,19932.01,1575.01,0,21507.019999999997
2023-02-01,HAUL-0070,YRR,1027.13,0,0,1027.13
2023-02-01,HAUL-0071,YCM,241725.91,0,0,241725.91
2023-02-01,HAUL-0071,YCO,6810.18,0,0,6810.18
2023-02-01,HAUL-0071,YEM,7333.52,0,0,7333.52
2023-02-01,HAUL-0071,YPM,15909.41,1654.21,0,17563.62
2023-02-01,HAUL-0071,YRR,360345.42,19188.73,0,379534.14999999997
2023-02-01,HAUL-0072,YCM,21923.6,0,0,21923.6
2023-02-01,HAUL-0072,YPM,13502.52,0,0,13502.52
2023-02-01,HAUL-0072,YRR,84709.58,0,0,84709.58
2023-02-01,HAUL-0073,YCM,132986.4,0,0,132986.4
2023-02-01,HAUL-0073,YCO,40805.99,0,0,40805.99
2023-02-01,HAUL-0073,YEM,58915.82,0,0,58915.82
2023-02-01,HAUL-0073,YPM,15272.12,1676.05,0,16948.170000000002
2023-02-01,HAUL-0074,YCM,31702.79,0,0,31702.79
2023-02-01,HAUL-0074,YCO,45931.81,0,0,45931.81
2023-02-01,HAUL-0074,YPM,3893.26,0,0,3893.26
2023-02-01,HAUL-0074,YRR,278713.15,0,0,278713.15
2023-02-01,HAUL-0075,YCM,99662.56,0,0,99662.56
2023-02-01,HAUL-0075,YCO,2550.37,0,0,2550.37
2023-02-01,HAUL-0075,YEM,49336.22,0,0,49336.22
2023-02-01,HAUL-0075,YPM,40561.47,0,0,40561.47
2023-02-01,HAUL-0075,YRR,36293.56,0,0,36293.56
2023-02-01,HAUL-0076,YCM,27698.86,0,0,27698.86
2023-02-01,HAUL-0076,YCO,13788.62,0,0,13788.62
2023-02-01,HAUL-0076,YEM,200.93,0,0,200.93
2023-02-01,HAUL-0076,YPM,4739.51,0,0,4739.51
2023-02-01,HAUL-0076,YRR,250245.6,0,0,250245.6
2023-02-01,HAUL-0077,YCM,5744.95,23221.95,0,28966.9
2023-02-01,HAUL-0077,YCO,54596.71,1073.05,0,55669.76
2023-02-01,HAUL-0077,YEM,23285.66,0,0,23285.66
2023-02-01,HAUL-0077,YPM,2535.77,0,0,2535.77
2023-02-01,HAUL-0077,YRR,10466.59,0,0,10466.59
2023-02-01,HAUL-0078,YCM,61291.54,0,0,61291.54
2023-02-01,HAUL-0078,YCO,23517.62,0,0,23517.62
2023-02-01,HAUL-0078,YEM,15008.86,0,0,15008.86
2023-02-01,HAUL-0078,YPM,37801.99,0,0,37801.99
2023-02-01,HAUL-0078,YRR,61605.09,0,0,61605.09
2023-02-01,HAUL-0079,YCM,66861.35,1255.99,0,68117.34000000001
2023-02-01,HAUL-0079,YCO,1803.93,0,0,1803.93
2023-02-01,HAUL-0079,YEM,2746.05,0,0,2746.05
2023-02-01,HAUL-0079,YPM,13830.18,3194.35,0,17024.53
2023-02-01,HAUL-0079,YRR,12571.27,0,0,12571.27
2023-02-01,HAUL-0080,YCM,74449.3,2412.05,0,76861.35
2023-02-01,HAUL-0080,YCO,39027.78,0,0,39027.78
2023-02-01,HAUL-0080,YEM,882.17,0,0,882.17
2023-02-01,HAUL-0080,YPM,11406.98,3129.24,0,14536.22
2023-02-01,HAUL-0080,YRR,65385.35,0,0,65385.35
2023-02-01,HAUL-0081,YCM,16792.82,0,0,16792.82
2023-02-01,HAUL-0081,YCO,4924.83,0,0,4924.83
2023-02-01,HAUL-0081,YPM,6872.88,650.79,0,7523.67
2023-02-01,HAUL-0081,YRR,748.41,0,0,748.41
2023-02-01,HAUL-0082,YCM,27113.77,0,0,27113.77
2023-02-01,HAUL-0082,YCO,227781.81,0,0,227781.81
2023-02-01,HAUL-0082,YEM,11921.22,0,0,11921.22
2023-02-01,HAUL-0082,YPM,10015.56,5463.5,0,15479.06
2023-02-01,HAUL-0082,YRR,16982.74,0,0,16982.74
2023-02-01,HAUL-0083,YCM,157159.37,0,0,157159.37
2023-02-01,HAUL-0083,YCO,15533.8,0,0,15533.8
2023-02-01,HAUL-0083,YEM,668.33,0,0,668.33
2023-02-01,HAUL-0083,YPM,5468.18,0,0,5468.18
2023-02-01,HAUL-0083,YRR,65206.51,0,0,65206.51
2023-02-01,HAUL-0084,YCM,20635.86,1117.23,0,21753.09
2023-02-01,HAUL-0084,YCO,11646.81,26237.56,0,37884.37
2023-02-01,HAUL-0084,YEM,10412.09,0,0,10412.09
2023-02-01,HAUL-0084,YPM,105862.22,815.77,0,106677.99
2023-02-01,HAUL-0084,YRR,10035.98,0,0,10035.98
2023-02-01,HAUL-0085,YCM,16353.31,0,0,16353.31
2023-02-01,HAUL-0085,YCO,34512.33,0,0,34512.33
2023-02-01,HAUL-0085,YEM,1720.08,0,0,1720.08
2023-02-01,HAUL-0085,YPM,8109.51,5538.82,0,13648.33
2023-02-01,HAUL-0085,YRR,1239830.56,0,936.22,1240766.78
2023-02-01,HAUL-0086,YCM,39753.95,0,0,39753.95
2023-02-01,HAUL-0086,YCO,140486.37,0,0,140486.37
2023-02-01,HAUL-0086,YEM,5929.26,0,0,5929.26
2023-02-01,HAUL-0086,YPM,18483.03,928.89,0,19411.92
2023-02-01,HAUL-0086,YRR,298621.25,0,0,298621.25
2023-02-01,HAUL-0087,YCM,21137.15,0,0,21137.15
2023-02-01,HAUL-0087,YCO,109039.63,0,0,109039.63
2023-02-01,HAUL-0087,YPM,2561.21,0,0,2561.21
2023-02-01,HAUL-0087,YRR,293435.21,194.74,0,293629.95
2023-02-01,HAUL-0088,YCM,12804.42,0,0,12804.42
2023-02-01,HAUL-0088,YCO,73915.42,0,0,73915.42
2023-02-01,HAUL-0088,YEM,18744.55,0,0,18744.55
2023-02-01,HAUL-0088,YPM,8037.51,5676.55,0,13714.060000000001
2023-02-01,HAUL-0088,YRR,72661.79,0,0,72661.79
2023-02-01,HAUL-0089,YCM,75087.18,0,0,75087.18
2023-02-01,HAUL-0089,YCO,34204.87,0,0,34204.87
2023-02-01,HAUL-0089,YEM,881.64,0,0,881.64
2023-02-01,HAUL-0089,YPM,41782.81,822.22,0,42605.03
2023-02-01,HAUL-0089,YRR,850450.98,0,0,850450.98
2023-02-01,HAUL-0090,YCM,18971.66,0,0,18971.66
2023-02-01,HAUL-0090,YCO,16742.96,0,0,16742.96
2023-02-01,HAUL-0090,YPM,11621.9,3161.06,0,14782.96
2023-02-01,HAUL-0091,YCM,7774.99,0,0,7774.99
2023-02-01,HAUL-0091,YCO,29925.66,0,0,29925.66
2023-02-01,HAUL-0091,YEM,7305.74,0,0,7305.74
2023-02-01,HAUL-0091,YPM,6827.21,678.19,0,7505.4
2023-02-01,HAUL-0092,YCM,34221.58,0,0,34221.58
2023-02-01,HAUL-0092,YCO,227221.19,0,0,227221.19
2023-02-01,HAUL-0092,YEM,2063.65,0,0,2063.65
2023-02-01,HAUL-0092,YPM,35778.02,733.13,0,36511.149999999994
2023-02-01,HAUL-0093,YCM,25554,0,0,25554
2023-02-01,HAUL-0093,YCO,173585.36,0,0,173585.36
2023-02-01,HAUL-0093,YEM,1831.49,0,0,1831.49
2023-02-01,HAUL-0093,YPM,4722.03,88.72,0,4810.75
2023-02-01,HAUL-0093,YRR,87792.19,0,0,87792.19
2023-02-01,HAUL-0094,YCM,219.9,0,0,219.9
2023-02-01,HAUL-0094,YCO,67278.23,0,0,67278.23
2023-02-01,HAUL-0094,YPM,11624.59,3024.72,0,14649.31
2023-02-01,HAUL-0094,YRR,165559.75,0,0,165559.75
2023-02-01,HAUL-0095,YCM,15022.32,0,0,15022.32
2023-02-01,HAUL-0095,YCO,292322.01,0,0,292322.01
2023-02-01,HAUL-0095,YEM,28623.15,0,0,28623.15
2023-02-01,HAUL-0095,YPM,33090.39,0,0,33090.39
2023-02-01,HAUL-0095,YRR,99723.35,0,0,99723.35
2023-02-01,HAUL-0096,YCM,178789.69,5115.6,0,183905.29
2023-02-01,HAUL-0096,YCO,529185.05,0,0,529185.05
2023-02-01,HAUL-0096,YEM,4153.07,0,0,4153.07
2023-02-01,HAUL-0096,YPM,3224.27,4855.76,0,8080.030000000001
2023-02-01,HAUL-0096,YRR,135115.43,0,0,135115.43
2023-02-01,HAUL-0097,YCM,20059.09,0,0,20059.09
2023-02-01,HAUL-0097,YCO,8893.51,0,0,8893.51
2023-02-01,HAUL-0097,YEM,594.5,0,0,594.5
2023-02-01,HAUL-0097,YPM,8191.19,5800.41,0,13991.599999999999
2023-02-01,HAUL-0097,YRR,9153.04,0,0,9153.04
2023-02-01,HAUL-0098,YCM,19835.27,0,0,19835.27
2023-02-01,HAUL-0098,YCO,63188.08,0,0,63188.08
2023-02-01,HAUL-0098,YPM,98679.36,835.22,0,99514.58
2023-02-01,HAUL-0098,YRR,97302.73,0,0,97302.73
2023-02-01,HAUL-0099,YCM,50767.7,0,0,50767.7
2023-02-01,HAUL-0099,YCO,54133.91,0,0,54133.91
2023-02-01,HAUL-0099,YEM,3046.22,0,0,3046.22
2023-02-01,HAUL-0099,YPM,40285.73,849.58,0,41135.310000000005
2023-02-01,HAUL-0099,YRR,36171.83,0,0,36171.83
2023-02-01,HAUL-0100,YCM,18760.09,5017.16,0,23777.25
2023-02-01,HAUL-0100,YCO,165516.14,0,0,165516.14
2023-02-01,HAUL-0100,YEM,814.73,0,0,814.73
2023-02-01,HAUL-0100,YPM,2416.34,0,0,2416.34
2023-02-01,HAUL-0100,YRR,5937.64,0,0,5937.64
2023-02-01,HAUL-0101,YCM,10463.16,0,0,10463.16
2023-02-01,HAUL-0101,YCO,99075.04,0,0,99075.04
2023-02-01,HAUL-0101,YEM,29558.64,0,0,29558.64
2023-02-01,HAUL-0101,YPM,8375.45,5476.58,0,13852.03
2023-02-01,HAUL-0101,YRR,1023365.04,2481.88,0,1025846.92
2023-02-01,HAUL-0102,YCM,20744.81,0,0,20744.81
2023-02-01,HAUL-0102,YCO,8596.04,0,0,8596.04
2023-02-01,HAUL-0102,YEM,1423.41,0,0,1423.41
2023-02-01,HAUL-0102,YPM,44346.54,0,0,44346.54
2023-02-01,HAUL-0102,YRR,59754.13,0,0,59754.13
2023-02-01,HAUL-0103,YCO,4066.31,0,0,4066.31
2023-02-01,HAUL-0104,YEM,7435.66,0,0,7435.66
2023-02-01,HAUL-0106,YEM,1860.38,0,0,1860.38
2023-02-01,HAUL-0108,YEM,12080.03,0,0,12080.03
2023-02-01,HAUL-0108,YRR,6699.88,0,0,6699.88
2023-02-01,HAUL-0110,YEM,917.59,0,0,917.59
2023-02-01,HAUL-0111,YEM,9253.02,0,0,9253.02
2023-02-01,HAUL-0113,YCM,12079.93,5.91,0,12085.84
2023-02-01,HAUL-0113,YEM,1581.71,0,0,1581.71
2023-02-01,HAUL-0113,YPM,52622.75,403.66,0,53026.41
2023-02-01,HAUL-0114,YCM,8982.98,0,0,8982.98
2023-02-01,HAUL-0114,YEM,6566.45,0,0,6566.45
2023-02-01,HAUL-0114,YPM,40673.01,0,0,40673.01
2023-02-01,HAUL-0114,YRR,12565.65,0,0,12565.65
2023-02-01,HAUL-0115,YCM,14022.89,0,0,14022.89
2023-02-01,HAUL-0115,YCO,1.68,0,0,1.68
2023-02-01,HAUL-0115,YPM,34556.94,0,0,34556.94
2023-02-01,HAUL-0116,YCM,9201.34,0,0,9201.34
2023-02-01,HAUL-0116,YPM,15371.89,407.75,0,15779.64
2023-02-01,HAUL-0117,YCM,38004.8,0,0,38004.8
2023-02-01,HAUL-0117,YEM,102674.88,0,0,102674.88
2023-02-01,HAUL-0117,YPM,33381.24,0,0,33381.24
2023-02-01,HAUL-0118,YCM,24163.39,0,0,24163.39
2023-02-01,HAUL-0118,YEM,2869.71,0,0,2869.71
2023-02-01,HAUL-0118,YPM,15589.63,421.41,0,16011.039999999999
2023-03-01,HAUL-0001,YCM,4460.79,0,0,4460.79
2023-03-01,HAUL-0001,YEM,423.76,0,0,423.76
2023-03-01,HAUL-0001,YPM,6802.65,91.02,0,6893.67
2023-03-01,HAUL-0002,YCM,115015.36,0,0,115015.36
2023-03-01,HAUL-0002,YEM,2599.23,0,0,2599.23
2023-03-01,HAUL-0002,YPM,20914.32,1263.6,0,22177.92
2023-03-01,HAUL-0003,YRR,211960.21,0,0,211960.21
2023-03-01,HAUL-0004,YCM,11996.19,0,0,11996.19
2023-03-01,HAUL-0004,YEM,1526.1,0,0,1526.1
2023-03-01,HAUL-0004,YPM,8088.9,1148.34,0,9237.24
2023-03-01,HAUL-0005,YCM,177782.17,0,0,177782.17
2023-03-01,HAUL-0005,YEM,28600.22,0,0,28600.22
2023-03-01,HAUL-0005,YPM,22664.14,1187.76,0,23851.899999999998
2023-03-01,HAUL-0005,YRR,59352.56,0,0,59352.56
2023-03-01,HAUL-0006,YCM,5409.74,0,0,5409.74
2023-03-01,HAUL-0006,YCO,3818.64,0,0,3818.64
2023-03-01,HAUL-0006,YEM,190.92,0,0,190.92
2023-03-01,HAUL-0006,YPM,6948.84,93.65,0,7042.49
2023-03-01,HAUL-0007,YCM,116675.38,0,0,116675.38
