id_equipamento,data,turno,equipe,inicio,fim,duracao_h,status,codigo,categoria,descricao
LOAD-0016,2023-01-10,Diurno,A,2023-01-10T16:11:42Z,2023-01-10T16:12:06Z,0.0066008258817407,Liberado,5922,HOI,Hora Ocio Inter
LOAD-0016,2023-01-10,Diurno,A,2023-01-10T16:12:06Z,2023-01-10T17:35:11Z,1.3958205435961266,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-10,Diurno,A,2023-01-10T17:35:11Z,2023-01-10T17:38:09Z,0.04954227647415052,Parada,5946,HTD,Hora Trab Diver
LOAD-0016,2023-01-10,Diurno,A,2023-01-10T17:38:09Z,2023-01-10T18:00:00Z,0.3610841748521314,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T18:00:00Z,2023-01-10T18:10:26Z,0.17515719106877484,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T18:10:26Z,2023-01-10T18:46:06Z,0.598343043522366,Parada,5948,HOI,Hora Ocio Inter
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T18:46:06Z,2023-01-10T21:06:21Z,2.3520929515945026,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T21:06:21Z,2023-01-10T21:06:47Z,0.007173910536976634,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T21:06:47Z,2023-01-10T21:20:12Z,0.22489883377161138,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T21:20:12Z,2023-01-10T23:29:12Z,2.1294509297145994,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T23:29:12Z,2023-01-10T23:39:33Z,0.1721410785862128,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-10,Tarde,B,2023-01-10T23:39:33Z,2023-01-11T00:00:00Z,0.3409407969272346,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T00:00:00Z,2023-01-11T02:11:25Z,2.211123239103776,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T02:11:25Z,2023-01-11T02:11:28Z,8.266469739610329e-4,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T02:11:28Z,2023-01-11T02:38:25Z,0.4450781630035373,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T02:38:25Z,2023-01-11T04:24:42Z,1.7843100535323908,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T04:24:42Z,2023-01-11T04:24:49Z,0.001959581741433229,Parada,5924,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Noturno,B,2023-01-11T04:24:49Z,2023-01-11T06:00:00Z,1.5772948931472777,Parada,5924,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T06:00:00Z,2023-01-11T13:03:14Z,7.005821821838349,Parada,5924,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T13:03:14Z,2023-01-11T14:26:30Z,1.398326330931971,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T14:26:30Z,2023-01-11T14:41:21Z,0.2475079680854687,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T14:41:21Z,2023-01-11T15:12:10Z,0.5120602500594958,Parada,5904,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T15:12:10Z,2023-01-11T15:38:51Z,0.4408784048260462,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Diurno,A,2023-01-11T15:38:51Z,2023-01-11T18:00:00Z,2.354845061313163,Liberado,5960,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Tarde,B,2023-01-11T18:00:00Z,2023-01-11T21:05:12Z,3.102304866867792,Liberado,5960,HOI,Hora Ocio Inter
LOAD-0016,2023-01-11,Tarde,B,2023-01-11T21:05:12Z,2023-01-12T00:00:00Z,2.9165487701051562,Liberado,6902,HOE,Hora Ocio Exter
LOAD-0016,2023-01-12,Noturno,B,2023-01-12T00:00:00Z,2023-01-12T00:10:14Z,0.17112933257366789,Liberado,6902,HOE,Hora Ocio Exter
LOAD-0016,2023-01-12,Noturno,B,2023-01-12T00:10:14Z,2023-01-12T05:39:06Z,5.43134070856312,Liberado,5922,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Noturno,B,2023-01-12T05:39:06Z,2023-01-12T06:00:00Z,0.34945498674175857,Liberado,5960,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T06:00:00Z,2023-01-12T11:07:54Z,5.1294791063679694,Liberado,5960,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T11:07:54Z,2023-01-12T11:27:31Z,0.3255253990800637,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T11:27:31Z,2023-01-12T12:04:41Z,0.6254138874705079,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T12:04:41Z,2023-01-12T16:35:12Z,4.493055596125156,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T16:35:12Z,2023-01-12T17:07:15Z,0.5357598525985998,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Diurno,C,2023-01-12T17:07:15Z,2023-01-12T18:00:00Z,0.8806236517851744,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T18:00:00Z,2023-01-12T18:04:06Z,0.06894585090262505,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T18:04:06Z,2023-01-12T18:18:08Z,0.2323050023637738,Parada,5996,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T18:18:08Z,2023-01-12T18:31:27Z,0.2219525534239714,Parada,5948,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T18:31:27Z,2023-01-12T21:58:08Z,3.453146138011717,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T21:58:08Z,2023-01-12T22:01:57Z,0.06407347956491478,Parada,5965,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T22:01:57Z,2023-01-12T23:01:19Z,0.987080189809837,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T23:01:19Z,2023-01-12T23:07:55Z,0.11080299374158493,Parada,5965,HOI,Hora Ocio Inter
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T23:07:55Z,2023-01-12T23:21:16Z,0.2223905148030375,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T23:21:16Z,2023-01-12T23:28:46Z,0.1241752157942392,Parada,5946,HTD,Hora Trab Diver
LOAD-0016,2023-01-12,Tarde,D,2023-01-12T23:28:46Z,2023-01-13T00:00:00Z,0.5198214624850467,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T00:00:00Z,2023-01-13T00:05:36Z,0.09410427696568271,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T00:05:36Z,2023-01-13T00:58:47Z,0.8826313550801056,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T00:58:47Z,2023-01-13T01:05:13Z,0.10692206962354636,Parada,5947,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T01:05:13Z,2023-01-13T01:17:13Z,0.20154896558448676,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T01:17:13Z,2023-01-13T01:19:30Z,0.03805201386239302,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T01:19:30Z,2023-01-13T03:47:07Z,2.4700100115147885,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T03:47:07Z,2023-01-13T03:49:13Z,0.03505924508003518,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T03:49:13Z,2023-01-13T05:19:18Z,1.5032667698605673,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T05:19:18Z,2023-01-13T05:19:44Z,0.007154692439993636,Apto,3904,HTI,Hora Trab Infra
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T05:19:44Z,2023-01-13T05:35:33Z,0.26404454179700826,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Noturno,D,2023-01-13T05:35:33Z,2023-01-13T06:00:00Z,0.40603751778202124,Liberado,5961,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T06:00:00Z,2023-01-13T09:14:45Z,3.257147376024766,Liberado,5961,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T09:14:45Z,2023-01-13T09:18:48Z,0.06720980947640492,Parada,5946,HTD,Hora Trab Diver
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T09:18:48Z,2023-01-13T12:01:16Z,2.7348225101639465,Manutencao,9200,HMC,Hora Manut Corr
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T12:01:16Z,2023-01-13T12:04:14Z,0.04957091764259515,Liberado,5936,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T12:04:14Z,2023-01-13T12:05:58Z,0.028650809105692638,Liberado,5928,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T12:05:58Z,2023-01-13T12:52:13Z,0.769673099515009,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T12:52:13Z,2023-01-13T14:42:07Z,1.824859785600775,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T14:42:07Z,2023-01-13T15:05:57Z,0.39650124925973873,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:05:57Z,2023-01-13T15:20:44Z,0.24490362438863245,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:20:44Z,2023-01-13T15:26:49Z,0.10220092293230765,Parada,5934,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:26:49Z,2023-01-13T15:30:00Z,0.05271764847119986,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:30:00Z,2023-01-13T15:40:15Z,0.17232798304139094,Parada,5965,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:40:15Z,2023-01-13T15:49:05Z,0.14728256470430642,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:49:05Z,2023-01-13T15:51:07Z,0.034170054373445204,Parada,5934,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T15:51:07Z,2023-01-13T17:56:25Z,2.098226676762259,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Diurno,C,2023-01-13T17:56:25Z,2023-01-13T18:00:00Z,0.05937535184809369,Parada,5948,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T18:00:00Z,2023-01-13T18:21:51Z,0.360955471136778,Parada,5948,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T18:21:51Z,2023-01-13T19:24:50Z,1.0418817933248175,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T19:24:50Z,2023-01-13T19:26:31Z,0.027976947253774337,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T19:26:31Z,2023-01-13T22:18:36Z,2.8553213977931104,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T22:18:36Z,2023-01-13T22:30:39Z,0.20027164471164965,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T22:30:39Z,2023-01-13T23:42:47Z,1.210545352084821,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T23:42:47Z,2023-01-13T23:45:12Z,0.040561621489371945,Parada,5946,HTD,Hora Trab Diver
LOAD-0016,2023-01-13,Tarde,D,2023-01-13T23:45:12Z,2023-01-14T00:00:00Z,0.2449835116416837,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T00:00:00Z,2023-01-14T00:19:15Z,0.3221425282784039,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T00:19:15Z,2023-01-14T00:23:16Z,0.06711771411503045,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T00:23:16Z,2023-01-14T00:47:41Z,0.41079071388570204,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T00:47:41Z,2023-01-14T01:06:46Z,0.32083425309286556,Parada,5946,HTD,Hora Trab Diver
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T01:06:46Z,2023-01-14T01:33:05Z,0.44107316997352364,Parada,5902,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T01:33:05Z,2023-01-14T05:21:07Z,3.7994785612653215,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Noturno,D,2023-01-14T05:21:07Z,2023-01-14T06:00:00Z,0.6497750528939509,Parada,5954,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T06:00:00Z,2023-01-14T06:49:37Z,0.831338652129902,Parada,5954,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T06:49:37Z,2023-01-14T08:01:22Z,1.1920049325217261,Parada,5954,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T08:01:22Z,2023-01-14T08:35:03Z,0.5649592008354841,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T08:35:03Z,2023-01-14T08:49:07Z,0.23303726139213476,Parada,5954,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T08:49:07Z,2023-01-14T09:48:36Z,0.9961098231362101,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T09:48:36Z,2023-01-14T09:52:22Z,0.06314487766040128,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T09:52:22Z,2023-01-14T09:57:54Z,0.0925133572222044,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T09:57:54Z,2023-01-14T10:00:44Z,0.04694849097821861,Parada,5945,HOI,Hora Ocio Inter
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T10:00:44Z,2023-01-14T16:55:53Z,6.853459524246698,Apto,1912,HEF,Hora Efetiva
LOAD-0016,2023-01-14,Diurno,C,2023-01-14T16:55:53Z,2023-01-14T17:04:36Z,0.14407263429739461,Parada,5902,HOI,Hora Ocio Inter
